iter	Passed	Remaining
844	1029	5061
845	1030	5060
846	1031	5059
847	1033	5058
848	1034	5056
849	1035	5055
850	1036	5053
851	1037	5051
852	1038	5050
853	1040	5049
854	1041	5048
855	1042	5047
856	1043	5045
857	1044	5043
858	1045	5040
859	1046	5038
860	1047	5037
861	1049	5036
862	1050	5035
863	1051	5035
864	1052	5033
865	1054	5034
866	1055	5032
867	1056	5030
868	1058	5029
869	1059	5029
870	1060	5029
871	1061	5027
872	1063	5026
873	1064	5024
874	1065	5022
875	1066	5021
876	1067	5020
877	1069	5019
878	1070	5017
879	1071	5016
880	1072	5015
881	1073	5014
882	1075	5012
883	1076	5011
884	1077	5009
885	1078	5008
886	1079	5007
887	1081	5006
888	1082	5005
889	1083	5004
890	1084	5002
891	1085	5001
892	1087	4999
893	1088	4999
894	1089	4998
895	1090	4996
896	1092	4997
897	1093	4996
898	1095	4995
899	1096	4993
900	1097	4993
901	1098	4992
902	1100	4991
903	1101	4990
904	1102	4988
905	1103	4987
906	1104	4986
907	1106	4984
908	1107	4983
909	1108	4982
910	1109	4982
911	1111	4980
912	1112	4978
913	1113	4976
914	1114	4974
915	1115	4973
916	1116	4972
917	1117	4970
918	1118	4968
919	1119	4966
920	1121	4967
921	1122	4965
922	1123	4964
923	1125	4963
924	1126	4961
925	1127	4960
926	1128	4958
927	1129	4957
928	1131	4957
929	1132	4956
930	1134	4957
931	1135	4956
932	1137	4956
933	1138	4955
934	1139	4955
935	1141	4954
936	1142	4952
937	1143	4952
938	1144	4951
939	1146	4951
940	1147	4950
941	1149	4951
942	1150	4950
943	1151	4948
944	1152	4946
945	1153	4945
946	1155	4943
947	1156	4943
948	1157	4942
949	1159	4941
950	1160	4940
951	1161	4939
952	1162	4937
953	1164	4936
954	1165	4936
955	1166	4934
956	1167	4934
957	1169	4932
958	1170	4930
959	1171	4928
960	1172	4927
961	1173	4926
962	1174	4924
963	1175	4923
964	1177	4921
965	1178	4920
966	1179	4918
967	1180	4916
968	1181	4914
969	1182	4913
970	1183	4911
971	1184	4910
972	1186	4909
973	1187	4907
974	1188	4905
975	1189	4904
976	1190	4903
977	1192	4902
978	1193	4901
979	1194	4899
980	1195	4899
981	1197	4897
982	1198	4897
983	1199	4896
984	1201	4895
985	1202	4894
986	1203	4895
987	1204	4892
988	1206	4892
989	1207	4892
990	1209	4891
991	1210	4890
992	1211	4889
993	1212	4888
994	1214	4887
995	1215	4886
996	1216	4886
997	1218	4884
998	1219	4883
999	1220	4882
1000	1221	4881
1001	1222	4879
1002	1224	4878
1003	1225	4876
1004	1226	4874
1005	1227	4872
1006	1228	4871
1007	1229	4870
1008	1231	4869
1009	1232	4868
1010	1233	4868
1011	1235	4868
1012	1236	4866
1013	1237	4864
1014	1238	4863
1015	1240	4862
1016	1241	4861
1017	1242	4860
1018	1244	4860
1019	1245	4858
1020	1246	4856
1021	1247	4854
1022	1248	4854
1023	1250	4853
1024	1251	4852
1025	1253	4853
1026	1254	4852
1027	1255	4851
1028	1256	4849
1029	1257	4848
1030	1259	4846
1031	1259	4844
1032	1261	4843
1033	1262	4841
1034	1263	4840
1035	1264	4840
1036	1266	4838
1037	1267	4837
1038	1268	4836
1039	1269	4834
1040	1270	4833
1041	1271	4830
1042	1273	4829
1043	1274	4828
1044	1275	4826
1045	1276	4825
1046	1277	4823
1047	1278	4822
1048	1279	4820
1049	1280	4818
1050	1281	4816
1051	1283	4816
1052	1284	4815
1053	1285	4814
1054	1287	4813
1055	1288	4813
1056	1289	4811
1057	1291	4810
1058	1292	4809
1059	1293	4808
1060	1295	4807
1061	1296	4806
1062	1297	4806
1063	1298	4804
1064	1300	4803
1065	1301	4802
1066	1302	4801
1067	1303	4800
1068	1304	4798
1069	1305	4796
1070	1307	4796
1071	1308	4794
1072	1309	4793
1073	1310	4792
1074	1312	4791
1075	1313	4790
1076	1314	4789
1077	1316	4789
1078	1317	4787
1079	1318	4786
1080	1319	4784
1081	1321	4783
1082	1322	4783
1083	1324	4783
1084	1325	4781
1085	1326	4782
1086	1328	4781
1087	1329	4779
1088	1330	4778
1089	1331	4776
1090	1333	4776
1091	1334	4775
1092	1335	4774
1093	1336	4773
1094	1338	4772
1095	1339	4770
1096	1340	4769
1097	1341	4767
1098	1342	4767
1099	1344	4765
1100	1345	4765
1101	1346	4763
1102	1348	4762
1103	1349	4761
1104	1350	4760
1105	1351	4758
1106	1352	4756
1107	1353	4755
1108	1354	4753
1109	1356	4752
1110	1357	4751
1111	1358	4749
1112	1359	4748
1113	1360	4746
1114	1362	4746
1115	1363	4745
1116	1364	4745
1117	1366	4743
1118	1367	4743
1119	1368	4742
1120	1370	4741
1121	1371	4739
1122	1372	4737
1123	1373	4737
1124	1374	4735
1125	1376	4734
1126	1377	4732
1127	1378	4731
1128	1379	4730
1129	1380	4729
1130	1382	4728
1131	1383	4727
1132	1384	4726
1133	1386	4725
1134	1387	4723
1135	1388	4721
1136	1389	4720
1137	1390	4719
1138	1392	4719
1139	1393	4718
1140	1394	4717
1141	1396	4716
1142	1397	4715
1143	1398	4713
1144	1399	4713
1145	1401	4712
1146	1402	4712
1147	1404	4710
1148	1405	4709
1149	1406	4709
1150	1408	4708
1151	1409	4707
1152	1410	4706
1153	1412	4705
1154	1413	4705
1155	1415	4705
1156	1416	4704
1157	1417	4703
1158	1418	4701
1159	1419	4700
1160	1421	4699
1161	1422	4699
1162	1423	4698
1163	1425	4696
1164	1426	4695
1165	1427	4695
1166	1429	4695
1167	1430	4692
1168	1431	4692
1169	1433	4691
1170	1434	4690
1171	1436	4690
1172	1437	4689
1173	1438	4687
1174	1439	4686
1175	1440	4685
1176	1442	4684
1177	1443	4682
1178	1444	4681
1179	1445	4679
1180	1446	4678
1181	1447	4676
1182	1449	4675
1183	1450	4674
1184	1451	4673
1185	1452	4671
1186	1453	4670
1187	1455	4668
1188	1456	4667
1189	1457	4665
1190	1458	4664
1191	1459	4663
1192	1461	4662
1193	1462	4662
1194	1463	4661
1195	1465	4660
1196	1466	4659
1197	1467	4658
1198	1468	4656
1199	1470	4655
1200	1471	4654
1201	1472	4653
1202	1473	4652
1203	1475	4651
1204	1476	4649
1205	1477	4648
1206	1478	4646
1207	1479	4644
1208	1481	4643
1209	1482	4643
1210	1483	4642
1211	1485	4642
1212	1486	4641
1213	1487	4639
1214	1488	4637
1215	1489	4635
1216	1490	4633
1217	1491	4632
1218	1492	4630
1219	1494	4629
1220	1495	4628
1221	1496	4627
1222	1497	4625
1223	1498	4623
1224	1499	4621
1225	1500	4620
1226	1502	4619
1227	1503	4617
1228	1504	4616
1229	1505	4614
1230	1506	4613
1231	1508	4612
1232	1509	4612
1233	1510	4610
1234	1511	4608
1235	1512	4607
1236	1513	4605
1237	1515	4604
1238	1516	4603
1239	1517	4601
1240	1518	4600
1241	1520	4599
1242	1521	4597
1243	1522	4596
1244	1523	4594
1245	1524	4593
1246	1525	4592
1247	1527	4591
1248	1528	4589
1249	1529	4587
1250	1530	4586
1251	1531	4585
1252	1533	4584
1253	1534	4582
1254	1534	4580
1255	1536	4579
1256	1537	4577
1257	1538	4575
1258	1539	4574
1259	1540	4572
1260	1542	4572
1261	1543	4571
1262	1544	4569
1263	1545	4568
1264	1547	4567
1265	1548	4567
1266	1549	4565
1267	1550	4564
1268	1552	4563
1269	1553	4562
1270	1554	4561
1271	1555	4559
1272	1557	4559
1273	1558	4557
1274	1559	4556
1275	1560	4554
1276	1561	4553
1277	1563	4552
1278	1564	4551
1279	1565	4549
1280	1566	4548
1281	1567	4546
1282	1569	4545
1283	1570	4544
1284	1571	4543
1285	1572	4541
1286	1573	4539
1287	1574	4538
1288	1576	4537
1289	1577	4536
1290	1578	4534
1291	1579	4533
1292	1580	4532
1293	1582	4531
1294	1583	4529
1295	1584	4529
1296	1585	4527
1297	1586	4525
1298	1587	4523
1299	1588	4521
1300	1589	4519
1301	1590	4517
1302	1592	4517
1303	1593	4515
1304	1594	4513
1305	1595	4513
1306	1597	4512
1307	1598	4510
1308	1599	4510
1309	1600	4508
1310	1601	4507
1311	1602	4505
1312	1604	4505
1313	1605	4504
1314	1606	4502
1315	1608	4502
1316	1609	4501
1317	1611	4500
1318	1612	4498
1319	1613	4498
1320	1615	4498
1321	1616	4497
1322	1617	4495
1323	1618	4493
1324	1619	4491
1325	1620	4490
1326	1621	4489
1327	1622	4487
1328	1624	4485
1329	1625	4484
1330	1626	4483
1331	1627	4482
1332	1628	4480
1333	1630	4479
1334	1631	4478
1335	1632	4478
1336	1634	4477
1337	1635	4475
1338	1636	4475
1339	1637	4473
1340	1638	4471
1341	1640	4471
1342	1641	4470
1343	1642	4468
1344	1644	4467
1345	1645	4466
1346	1646	4465
1347	1647	4464
1348	1649	4462
1349	1650	4461
1350	1651	4459
1351	1652	4458
1352	1653	4457
1353	1654	4455
1354	1655	4454
1355	1656	4452
1356	1658	4453
1357	1660	4452
1358	1661	4451
1359	1662	4450
1360	1663	4448
1361	1665	4448
1362	1666	4446
1363	1667	4445
1364	1668	4443
1365	1670	4442
1366	1671	4441
1367	1672	4440
1368	1673	4438
1369	1674	4437
1370	1675	4436
1371	1677	4434
1372	1678	4433
1373	1679	4432
1374	1680	4430
1375	1682	4430
1376	1683	4429
1377	1684	4428
1378	1686	4427
1379	1687	4427
1380	1688	4425
1381	1690	4424
1382	1691	4423
1383	1692	4423
1384	1693	4421
1385	1695	4419
1386	1696	4418
1387	1697	4416
1388	1698	4414
1389	1699	4414
1390	1700	4413
1391	1702	4412
1392	1703	4411
1393	1705	4410
1394	1706	4409
1395	1707	4408
1396	1709	4407
1397	1710	4407
1398	1711	4405
1399	1712	4403
1400	1713	4402
1401	1714	4401
1402	1715	4399
1403	1717	4398
1404	1718	4396
1405	1719	4395
1406	1720	4393
1407	1722	4393
1408	1723	4393
1409	1725	4392
1410	1726	4391
1411	1727	4390
1412	1728	4389
1413	1730	4387
1414	1731	4386
1415	1732	4385
1416	1733	4383
1417	1734	4382
1418	1735	4380
1419	1736	4379
1420	1738	4378
1421	1739	4376
1422	1740	4376
1423	1742	4374
1424	1743	4373
1425	1744	4371
1426	1745	4370
1427	1746	4368
1428	1748	4368
1429	1749	4366
1430	1750	4365
1431	1751	4363
1432	1752	4363
1433	1754	4361
1434	1755	4361
1435	1756	4359
1436	1758	4359
1437	1759	4357
1438	1760	4356
1439	1761	4354
1440	1762	4353
1441	1763	4352
1442	1765	4350
1443	1766	4349
1444	1767	4348
1445	1769	4348
1446	1770	4347
1447	1772	4346
1448	1773	4346
1449	1774	4345
1450	1775	4343
1451	1777	4342
1452	1778	4341
1453	1779	4340
1454	1780	4338
1455	1781	4337
1456	1783	4335
1457	1784	4334
1458	1785	4333
1459	1786	4331
1460	1787	4331
1461	1789	4330
1462	1790	4329
1463	1791	4328
1464	1792	4326
1465	1794	4325
1466	1795	4323
1467	1796	4322
1468	1797	4321
1469	1799	4320
1470	1800	4319
1471	1801	4317
1472	1802	4316
1473	1803	4314
1474	1805	4314
1475	1806	4313
1476	1808	4312
1477	1809	4311
1478	1810	4310
1479	1811	4308
1480	1812	4307
1481	1813	4306
1482	1815	4304
1483	1815	4302
1484	1817	4301
1485	1818	4300
1486	1819	4299
1487	1821	4298
1488	1822	4296
1489	1823	4295
1490	1824	4294
1491	1825	4293
1492	1826	4291
1493	1828	4290
1494	1829	4289
1495	1830	4287
1496	1831	4285
1497	1832	4284
1498	1833	4283
1499	1834	4281
1500	1836	4280
1501	1837	4279
1502	1838	4278
1503	1839	4276
1504	1841	4275
1505	1842	4273
1506	1843	4272
1507	1844	4271
1508	1845	4270
1509	1846	4268
1510	1847	4266
1511	1849	4266
1512	1851	4266
1513	1852	4264
1514	1853	4264
1515	1854	4262
1516	1855	4260
1517	1857	4260
1518	1858	4259
1519	1860	4258
1520	1861	4257
1521	1862	4255
1522	1863	4254
1523	1864	4252
1524	1865	4251
1525	1867	4250
1526	1868	4249
1527	1869	4248
1528	1870	4247
1529	1872	4245
1530	1873	4244
1531	1874	4244
1532	1876	4243
1533	1877	4241
1534	1878	4240
1535	1879	4239
1536	1880	4238
1537	1882	4236
1538	1883	4235
1539	1884	4234
1540	1885	4233
1541	1887	4232
1542	1888	4231
1543	1889	4229
1544	1890	4228
1545	1892	4227
1546	1893	4225
1547	1894	4224
1548	1896	4224
1549	1897	4224
1550	1898	4222
1551	1900	4221
1552	1901	4220
1553	1902	4219
1554	1903	4217
1555	1905	4216
1556	1906	4215
1557	1907	4213
1558	1908	4212
1559	1909	4210
1560	1910	4209
1561	1912	4208
1562	1913	4207
1563	1914	4207
1564	1916	4206
1565	1917	4205
1566	1918	4203
1567	1920	4203
1568	1921	4201
1569	1922	4200
1570	1924	4200
1571	1925	4198
1572	1926	4197
1573	1927	4196
1574	1929	4195
1575	1930	4193
1576	1931	4192
1577	1932	4191
1578	1933	4189
1579	1935	4188
1580	1936	4187
1581	1937	4186
1582	1938	4185
1583	1940	4184
1584	1941	4183
1585	1942	4182
1586	1944	4181
1587	1945	4180
1588	1946	4179
1589	1948	4178
1590	1949	4176
1591	1950	4175
1592	1951	4174
1593	1952	4172
1594	1953	4171
1595	1955	4170
1596	1956	4169
1597	1957	4168
1598	1959	4167
1599	1960	4166
1600	1961	4165
1601	1962	4163
1602	1964	4162
1603	1965	4161
1604	1966	4159
1605	1968	4159
1606	1969	4157
1607	1970	4156
1608	1971	4155
1609	1972	4154
1610	1974	4152
1611	1975	4151
1612	1976	4150
1613	1977	4149
1614	1979	4148
1615	1980	4146
1616	1981	4145
1617	1982	4143
1618	1983	4142
1619	1984	4141
1620	1986	4140
1621	1987	4138
1622	1988	4137
1623	1989	4135
1624	1990	4134
1625	1991	4133
1626	1992	4131
1627	1993	4129
1628	1995	4128
1629	1996	4128
1630	1997	4126
1631	1998	4124
1632	1999	4123
1633	2001	4122
1634	2002	4121
1635	2003	4120
1636	2004	4118
1637	2005	4116
1638	2006	4115
1639	2008	4114
1640	2009	4112
1641	2010	4110
1642	2011	4109
1643	2012	4107
1644	2013	4106
1645	2014	4104
1646	2015	4103
1647	2016	4102
1648	2018	4101
1649	2019	4100
1650	2020	4099
1651	2022	4098
1652	2023	4097
1653	2024	4096
1654	2026	4095
1655	2027	4094
1656	2028	4093
1657	2029	4091
1658	2031	4090
1659	2032	4089
1660	2033	4088
1661	2035	4087
1662	2036	4085
1663	2037	4084
1664	2038	4082
1665	2039	4081
1666	2040	4080
1667	2042	4079
1668	2043	4078
1669	2044	4077
1670	2046	4076
1671	2047	4075
1672	2048	4073
1673	2049	4072
1674	2050	4071
1675	2052	4070
1676	2053	4069
1677	2054	4068
1678	2055	4066
1679	2057	4065
1680	2058	4064
1681	2059	4063
1682	2061	4063
1683	2062	4062
1684	2063	4060
1685	2065	4059
1686	2066	4057
1687	2067	4056
1688	2069	4056
1689	2070	4055
1690	2071	4053
1691	2072	4052
1692	2074	4051
1693	2075	4050
1694	2076	4049
1695	2078	4048
1696	2079	4047
1697	2081	4046
1698	2082	4045
1699	2083	4044
1700	2084	4043
1701	2086	4042
1702	2087	4041
1703	2088	4039
1704	2089	4038
1705	2090	4036
1706	2092	4036
1707	2093	4034
1708	2094	4034
1709	2096	4033
1710	2097	4032
1711	2099	4031
1712	2100	4030
1713	2101	4028
1714	2102	4027
1715	2104	4027
1716	2105	4025
1717	2107	4025
1718	2108	4024
1719	2109	4023
1720	2111	4022
1721	2112	4022
1722	2114	4020
1723	2115	4019
1724	2116	4018
1725	2117	4017
1726	2119	4016
1727	2120	4015
1728	2121	4014
1729	2123	4013
1730	2124	4011
1731	2125	4010
1732	2126	4009
1733	2127	4007
1734	2128	4006
1735	2130	4005
1736	2131	4003
1737	2132	4002
1738	2134	4001
1739	2135	4000
1740	2136	3999
1741	2137	3998
1742	2139	3997
1743	2140	3996
1744	2141	3995
1745	2143	3994
1746	2144	3992
1747	2145	3991
1748	2146	3990
1749	2148	3989
1750	2149	3987
1751	2150	3986
1752	2151	3984
1753	2152	3983
1754	2153	3981
