iter	Passed	Remaining
1755	2154	3980
1756	2155	3979
1757	2156	3977
1758	2158	3976
1759	2159	3975
1760	2160	3973
1761	2161	3972
1762	2162	3970
1763	2163	3969
1764	2165	3968
1765	2166	3967
1766	2167	3965
1767	2168	3964
1768	2170	3963
1769	2171	3962
1770	2172	3961
1771	2173	3959
1772	2175	3958
1773	2176	3957
1774	2177	3955
1775	2178	3954
1776	2179	3953
1777	2181	3952
1778	2182	3951
1779	2183	3950
1780	2185	3949
1781	2186	3948
1782	2187	3946
1783	2189	3946
1784	2190	3944
1785	2191	3943
1786	2192	3942
1787	2194	3941
1788	2195	3940
1789	2196	3939
1790	2198	3938
1791	2199	3936
1792	2200	3935
1793	2201	3934
1794	2203	3933
1795	2204	3933
1796	2206	3932
1797	2207	3931
1798	2209	3930
1799	2210	3929
1800	2211	3928
1801	2212	3926
1802	2213	3925
1803	2214	3924
1804	2216	3922
1805	2217	3921
1806	2218	3920
1807	2219	3919
1808	2221	3917
1809	2222	3916
1810	2223	3915
1811	2224	3914
1812	2225	3912
1813	2227	3911
1814	2228	3910
1815	2230	3909
1816	2231	3908
1817	2232	3907
1818	2233	3906
1819	2235	3905
1820	2236	3903
1821	2237	3902
1822	2238	3900
1823	2239	3899
1824	2241	3898
1825	2242	3897
1826	2243	3896
1827	2244	3895
1828	2246	3894
1829	2247	3892
1830	2248	3891
1831	2250	3891
1832	2251	3890
1833	2253	3889
1834	2254	3888
1835	2255	3886
1836	2256	3885
1837	2258	3884
1838	2259	3883
1839	2260	3881
1840	2261	3880
1841	2262	3879
1842	2263	3877
1843	2265	3876
1844	2266	3875
1845	2267	3874
1846	2268	3873
1847	2270	3871
1848	2271	3870
1849	2272	3869
1850	2273	3867
1851	2275	3867
1852	2276	3865
1853	2277	3864
1854	2278	3863
1855	2279	3861
1856	2281	3860
1857	2282	3859
1858	2283	3858
1859	2284	3857
1860	2286	3855
1861	2287	3855
1862	2288	3854
1863	2290	3852
1864	2291	3851
1865	2292	3850
1866	2293	3849
1867	2295	3848
1868	2296	3846
1869	2297	3845
1870	2298	3844
1871	2299	3842
1872	2301	3841
1873	2302	3840
1874	2303	3839
1875	2304	3838
1876	2305	3836
1877	2307	3835
1878	2308	3834
1879	2309	3833
1880	2311	3832
1881	2312	3831
1882	2313	3829
1883	2314	3828
1884	2316	3827
1885	2317	3826
1886	2318	3824
1887	2319	3823
1888	2320	3821
1889	2321	3820
1890	2322	3818
1891	2324	3817
1892	2325	3816
1893	2326	3815
1894	2327	3814
1895	2328	3812
1896	2330	3811
1897	2331	3810
1898	2332	3809
1899	2334	3808
1900	2335	3806
1901	2336	3805
1902	2337	3804
1903	2338	3803
1904	2340	3802
1905	2341	3801
1906	2342	3800
1907	2344	3798
1908	2345	3797
1909	2347	3797
1910	2348	3796
1911	2349	3794
1912	2350	3793
1913	2352	3792
1914	2353	3791
1915	2354	3790
1916	2356	3789
1917	2357	3788
1918	2358	3787
1919	2360	3786
1920	2361	3785
1921	2362	3783
1922	2364	3782
1923	2365	3781
1924	2366	3780
1925	2367	3779
1926	2369	3778
1927	2371	3778
1928	2372	3776
1929	2373	3775
1930	2374	3774
1931	2376	3773
1932	2377	3772
1933	2378	3771
1934	2380	3770
1935	2381	3769
1936	2382	3768
1937	2384	3766
1938	2385	3765
1939	2386	3764
1940	2387	3763
1941	2389	3762
1942	2390	3761
1943	2392	3760
1944	2393	3759
1945	2395	3758
1946	2396	3758
1947	2398	3757
1948	2399	3755
1949	2400	3755
1950	2402	3754
1951	2403	3753
1952	2404	3752
1953	2406	3751
1954	2407	3749
1955	2408	3748
1956	2409	3747
1957	2410	3745
1958	2411	3744
1959	2412	3742
1960	2414	3741
1961	2415	3739
1962	2416	3738
1963	2417	3737
1964	2419	3736
1965	2420	3734
1966	2421	3733
1967	2422	3732
1968	2423	3731
1969	2425	3729
1970	2426	3728
1971	2427	3727
1972	2429	3726
1973	2430	3725
1974	2431	3724
1975	2432	3723
1976	2434	3721
1977	2435	3720
1978	2436	3719
1979	2438	3718
1980	2439	3717
1981	2440	3716
1982	2442	3715
1983	2443	3714
1984	2444	3713
1985	2446	3712
1986	2447	3711
1987	2448	3709
1988	2449	3708
1989	2451	3707
1990	2452	3706
1991	2453	3705
1992	2454	3703
1993	2455	3702
1994	2457	3702
1995	2459	3701
1996	2460	3700
1997	2461	3698
1998	2462	3697
1999	2464	3696
2000	2465	3694
2001	2466	3693
2002	2467	3692
2003	2469	3691
2004	2470	3690
2005	2471	3689
2006	2472	3687
2007	2474	3686
2008	2475	3685
2009	2476	3683
2010	2477	3682
2011	2479	3681
2012	2480	3680
2013	2481	3679
2014	2482	3677
2015	2484	3676
2016	2485	3675
2017	2486	3673
2018	2487	3672
2019	2488	3671
2020	2489	3670
2021	2490	3668
2022	2492	3667
2023	2493	3666
2024	2494	3665
2025	2496	3664
2026	2497	3662
2027	2498	3662
2028	2500	3660
2029	2501	3659
2030	2502	3658
2031	2503	3656
2032	2505	3656
2033	2506	3654
2034	2507	3653
2035	2508	3651
2036	2509	3650
2037	2510	3649
2038	2511	3647
2039	2513	3646
2040	2514	3645
2041	2515	3644
2042	2516	3642
2043	2517	3641
2044	2519	3639
2045	2520	3638
2046	2521	3637
2047	2522	3636
2048	2524	3635
2049	2525	3634
2050	2526	3632
2051	2527	3631
2052	2528	3630
2053	2530	3629
2054	2531	3628
2055	2532	3626
2056	2534	3625
2057	2535	3624
2058	2536	3623
2059	2537	3622
2060	2539	3620
2061	2540	3620
2062	2542	3619
2063	2543	3618
2064	2544	3617
2065	2546	3615
2066	2547	3614
2067	2548	3613
2068	2549	3612
2069	2551	3611
2070	2552	3610
2071	2554	3609
2072	2555	3607
2073	2556	3607
2074	2558	3606
2075	2559	3604
2076	2560	3603
2077	2561	3602
2078	2563	3601
2079	2564	3599
2080	2565	3598
2081	2566	3596
2082	2567	3595
2083	2568	3594
2084	2569	3592
2085	2571	3591
2086	2572	3590
2087	2574	3589
2088	2575	3588
2089	2576	3587
2090	2577	3586
2091	2578	3584
2092	2580	3583
2093	2581	3582
2094	2582	3581
2095	2583	3580
2096	2585	3578
2097	2586	3577
2098	2587	3576
2099	2589	3575
2100	2590	3574
2101	2592	3573
2102	2593	3572
2103	2594	3570
2104	2595	3569
2105	2596	3568
2106	2598	3567
2107	2599	3565
2108	2600	3564
2109	2601	3563
2110	2603	3563
2111	2604	3561
2112	2606	3560
2113	2607	3559
2114	2608	3558
2115	2610	3557
2116	2611	3556
2117	2612	3555
2118	2614	3554
2119	2615	3553
2120	2616	3551
2121	2617	3550
2122	2618	3548
2123	2620	3547
2124	2621	3546
2125	2622	3545
2126	2623	3543
2127	2624	3542
2128	2625	3541
2129	2627	3539
2130	2628	3538
2131	2629	3537
2132	2630	3535
2133	2631	3534
2134	2633	3533
2135	2634	3532
2136	2635	3530
2137	2636	3529
2138	2638	3528
2139	2639	3527
2140	2640	3526
2141	2641	3524
2142	2642	3523
2143	2644	3522
2144	2645	3521
2145	2647	3520
2146	2648	3519
2147	2649	3518
2148	2650	3516
2149	2651	3515
2150	2653	3514
2151	2654	3513
2152	2655	3511
2153	2656	3510
2154	2659	3510
2155	2660	3509
2156	2661	3508
2157	2663	3507
2158	2664	3506
2159	2665	3505
2160	2666	3503
2161	2668	3502
2162	2669	3501
2163	2670	3500
2164	2671	3498
2165	2673	3497
2166	2674	3495
2167	2675	3494
2168	2676	3493
2169	2677	3491
2170	2678	3490
2171	2680	3489
2172	2681	3488
2173	2682	3487
2174	2684	3486
2175	2685	3485
2176	2686	3483
2177	2687	3482
2178	2688	3481
2179	2690	3480
2180	2691	3479
2181	2692	3477
2182	2694	3476
2183	2695	3475
2184	2696	3474
2185	2697	3472
2186	2698	3471
2187	2700	3470
2188	2701	3469
2189	2703	3468
2190	2704	3467
2191	2705	3465
2192	2706	3464
2193	2708	3463
2194	2709	3462
2195	2710	3461
2196	2712	3460
2197	2713	3459
2198	2714	3457
2199	2716	3456
2200	2717	3455
2201	2718	3454
2202	2720	3453
2203	2721	3452
2204	2722	3451
2205	2724	3450
2206	2725	3449
2207	2726	3447
2208	2727	3446
2209	2728	3444
2210	2730	3443
2211	2731	3442
2212	2732	3441
2213	2733	3440
2214	2735	3439
2215	2736	3437
2216	2737	3436
2217	2738	3435
2218	2739	3433
2219	2741	3432
2220	2742	3430
2221	2743	3429
2222	2744	3428
2223	2746	3427
2224	2747	3426
2225	2748	3425
2226	2750	3424
2227	2751	3423
2228	2752	3422
2229	2753	3420
2230	2755	3419
2231	2756	3418
2232	2757	3417
2233	2759	3416
2234	2760	3415
2235	2761	3413
2236	2762	3412
2237	2764	3411
2238	2765	3409
2239	2766	3408
2240	2767	3407
2241	2768	3406
2242	2769	3404
2243	2771	3403
2244	2772	3402
2245	2773	3400
2246	2774	3399
2247	2776	3398
2248	2777	3397
2249	2778	3396
2250	2779	3394
2251	2780	3393
2252	2781	3391
2253	2783	3390
2254	2784	3389
2255	2785	3388
2256	2786	3386
2257	2788	3385
2258	2789	3384
2259	2790	3383
2260	2791	3382
2261	2793	3380
2262	2794	3379
2263	2795	3377
2264	2796	3377
2265	2798	3376
2266	2799	3374
2267	2800	3373
2268	2801	3372
2269	2803	3371
2270	2804	3370
2271	2806	3369
2272	2807	3367
2273	2808	3366
2274	2809	3365
2275	2811	3364
2276	2812	3363
2277	2813	3361
2278	2815	3361
2279	2816	3359
2280	2817	3358
2281	2818	3357
2282	2820	3356
2283	2821	3355
2284	2822	3353
2285	2824	3352
2286	2825	3351
2287	2826	3350
2288	2828	3349
2289	2829	3348
2290	2830	3347
2291	2832	3346
2292	2833	3345
2293	2835	3344
2294	2836	3342
2295	2837	3341
2296	2838	3340
2297	2839	3339
2298	2840	3337
2299	2842	3336
2300	2843	3335
2301	2844	3334
2302	2846	3333
2303	2847	3332
2304	2849	3331
2305	2850	3330
2306	2851	3329
2307	2853	3327
2308	2854	3326
2309	2855	3324
2310	2856	3323
2311	2857	3322
2312	2858	3321
2313	2860	3320
2314	2861	3318
2315	2862	3317
2316	2864	3316
2317	2865	3315
2318	2866	3313
2319	2867	3312
2320	2869	3311
2321	2870	3310
2322	2871	3309
2323	2872	3308
2324	2874	3306
2325	2875	3305
2326	2876	3304
2327	2877	3302
2328	2878	3301
2329	2880	3300
2330	2881	3298
2331	2882	3297
2332	2883	3296
2333	2885	3295
2334	2886	3294
2335	2887	3293
2336	2889	3292
2337	2890	3291
2338	2891	3289
2339	2893	3288
2340	2894	3287
2341	2895	3285
2342	2896	3284
2343	2897	3283
2344	2899	3282
2345	2900	3281
2346	2901	3280
2347	2903	3279
2348	2904	3277
2349	2905	3276
2350	2907	3275
2351	2908	3273
2352	2909	3272
2353	2910	3271
2354	2911	3269
2355	2912	3268
2356	2913	3267
2357	2914	3266
2358	2916	3264
2359	2916	3263
2360	2918	3261
2361	2919	3260
2362	2920	3259
2363	2921	3257
2364	2923	3256
2365	2924	3255
2366	2925	3254
2367	2926	3252
2368	2927	3251
2369	2928	3250
2370	2930	3249
2371	2931	3248
2372	2932	3246
2373	2934	3246
2374	2935	3244
2375	2937	3243
2376	2938	3242
2377	2939	3241
2378	2940	3239
2379	2942	3239
2380	2944	3238
2381	2945	3237
2382	2946	3236
2383	2947	3234
2384	2949	3233
2385	2950	3232
2386	2951	3230
2387	2952	3229
2388	2954	3228
2389	2955	3227
2390	2956	3225
2391	2957	3224
2392	2958	3223
2393	2960	3222
2394	2960	3220
2395	2962	3219
2396	2963	3218
2397	2964	3216
2398	2965	3215
2399	2966	3213
2400	2967	3212
2401	2969	3211
2402	2970	3210
2403	2971	3209
2404	2973	3207
2405	2974	3207
2406	2976	3205
2407	2977	3205
2408	2978	3203
2409	2979	3202
2410	2981	3201
2411	2982	3199
2412	2983	3198
2413	2984	3197
2414	2986	3196
2415	2987	3195
2416	2988	3193
2417	2989	3192
2418	2991	3191
2419	2992	3190
2420	2993	3189
2421	2995	3188
2422	2996	3186
2423	2997	3185
2424	2999	3184
2425	3000	3183
2426	3001	3182
2427	3002	3180
2428	3003	3179
2429	3005	3178
2430	3006	3176
2431	3007	3175
2432	3008	3174
2433	3009	3172
2434	3010	3171
2435	3011	3170
2436	3013	3169
2437	3015	3168
2438	3016	3167
2439	3017	3165
2440	3018	3164
2441	3020	3163
2442	3021	3162
2443	3022	3160
2444	3023	3159
2445	3024	3157
2446	3025	3156
2447	3027	3155
2448	3028	3154
2449	3029	3153
2450	3030	3151
2451	3032	3151
2452	3033	3149
2453	3034	3148
2454	3035	3146
2455	3036	3145
2456	3038	3144
2457	3039	3143
2458	3040	3141
2459	3041	3140
2460	3042	3139
2461	3043	3137
2462	3045	3136
2463	3046	3135
2464	3047	3133
2465	3048	3132
2466	3049	3131
2467	3050	3129
2468	3051	3128
2469	3053	3127
2470	3054	3125
2471	3055	3124
2472	3056	3123
2473	3057	3122
2474	3059	3120
2475	3060	3119
2476	3061	3118
2477	3062	3117
2478	3064	3115
2479	3065	3114
2480	3066	3113
2481	3067	3112
2482	3069	3111
2483	3070	3110
2484	3071	3108
2485	3073	3107
2486	3074	3106
2487	3075	3104
2488	3076	3103
2489	3077	3102
2490	3078	3100
2491	3079	3099
2492	3080	3098
2493	3081	3096
2494	3082	3095
2495	3084	3093
2496	3085	3093
2497	3087	3091
2498	3088	3090
2499	3089	3089
2500	3090	3087
2501	3091	3086
2502	3093	3085
2503	3094	3084
2504	3095	3083
2505	3096	3081
2506	3097	3080
2507	3099	3079
2508	3100	3078
2509	3101	3077
2510	3102	3075
2511	3104	3074
2512	3105	3073
2513	3106	3072
2514	3108	3071
2515	3109	3069
2516	3110	3068
2517	3111	3067
2518	3113	3066
2519	3114	3065
2520	3116	3064
2521	3117	3063
2522	3118	3061
2523	3120	3061
2524	3121	3059
2525	3122	3058
2526	3124	3057
2527	3125	3056
2528	3127	3055
2529	3128	3054
2530	3129	3053
2531	3130	3051
2532	3131	3050
2533	3133	3049
2534	3134	3047
2535	3136	3047
2536	3137	3045
2537	3138	3044
2538	3139	3043
2539	3140	3041
2540	3142	3040
2541	3143	3039
2542	3145	3038
2543	3146	3037
2544	3147	3036
2545	3148	3035
2546	3150	3033
2547	3151	3032
2548	3152	3031
2549	3153	3030
2550	3154	3028
2551	3156	3027
2552	3157	3026
2553	3158	3024
2554	3159	3023
2555	3160	3022
2556	3162	3021
2557	3163	3019
2558	3164	3018
2559	3166	3017
2560	3167	3016
2561	3168	3015
2562	3169	3013
2563	3170	3012
2564	3171	3010
2565	3173	3009
2566	3174	3008
2567	3175	3007
2568	3176	3006
2569	3178	3005
2570	3179	3003
2571	3180	3002
2572	3182	3001
2573	3183	3000
2574	3184	2999
2575	3185	2997
2576	3187	2996
2577	3189	2996
2578	3190	2995
2579	3191	2993
2580	3192	2992
2581	3194	2991
2582	3196	2990
2583	3197	2989
2584	3198	2988
2585	3199	2986
2586	3200	2985
2587	3201	2984
2588	3203	2982
2589	3204	2981
2590	3205	2980
2591	3206	2979
2592	3208	2978
2593	3209	2977
2594	3211	2976
2595	3212	2974
2596	3213	2973
2597	3214	2972
2598	3215	2970
2599	3217	2969
2600	3218	2968
2601	3219	2966
2602	3220	2965
2603	3221	2963
2604	3222	2962
2605	3223	2960
2606	3224	2959
2607	3225	2958
2608	3226	2956
2609	3227	2955
2610	3229	2954
2611	3230	2953
2612	3231	2952
2613	3233	2951
2614	3234	2949
2615	3235	2948
2616	3236	2947
2617	3237	2946
2618	3239	2944
2619	3240	2943
2620	3242	2942
2621	3243	2941
2622	3244	2940
2623	3245	2938
2624	3246	2937
2625	3248	2936
2626	3249	2935
2627	3251	2934
2628	3252	2933
2629	3254	2932
2630	3255	2931
2631	3256	2929
2632	3257	2928
2633	3258	2927
2634	3260	2926
2635	3261	2924
2636	3262	2923
2637	3263	2921
2638	3264	2920
2639	3266	2919
2640	3267	2918
2641	3268	2917
2642	3269	2915
2643	3270	2914
2644	3272	2913
2645	3273	2912
2646	3274	2911
2647	3276	2909
2648	3277	2908
2649	3278	2907
2650	3279	2906
2651	3281	2905
2652	3282	2904
2653	3284	2903
2654	3285	2901
2655	3286	2900
2656	3287	2899
2657	3288	2897
2658	3290	2896
2659	3291	2895
2660	3292	2894
2661	3294	2893
2662	3295	2891
2663	3296	2890
2664	3297	2889
2665	3298	2887
2666	3300	2886
2667	3301	2885
2668	3303	2884
2669	3304	2883
2670	3305	2881
2671	3306	2880
2672	3307	2879
2673	3308	2877
2674	3309	2876
2675	3310	2875
2676	3311	2873
2677	3312	2872
2678	3313	2871
2679	3315	2869
2680	3316	2868
2681	3317	2867
2682	3318	2866
2683	3319	2864
2684	3320	2863
2685	3322	2862
2686	3323	2861
2687	3325	2859
2688	3326	2858
2689	3327	2857
2690	3328	2855
2691	3329	2854
2692	3330	2852
2693	3331	2851
2694	3332	2850
2695	3333	2848
2696	3334	2847
2697	3335	2846
2698	3337	2845
2699	3338	2843
2700	3343	2845
2701	3344	2844
2702	3346	2843
2703	3347	2842
2704	3348	2840
2705	3349	2839
2706	3350	2838
2707	3351	2836
2708	3352	2835
2709	3354	2834
2710	3355	2833
2711	3356	2831
2712	3358	2830
2713	3359	2829
2714	3360	2828
2715	3361	2826
2716	3362	2825
2717	3363	2824
2718	3364	2822
2719	3366	2821
2720	3367	2820
2721	3369	2819
2722	3370	2818
2723	3371	2817
2724	3372	2815
2725	3374	2814
2726	3375	2813
2727	3376	2812
2728	3378	2811
2729	3379	2810
2730	3380	2808
2731	3382	2807
2732	3383	2806
2733	3384	2805
2734	3385	2803
2735	3386	2802
2736	3388	2801
2737	3389	2800
2738	3390	2799
2739	3392	2797
2740	3393	2796
2741	3394	2795
2742	3395	2794
2743	3397	2792
2744	3398	2792
2745	3400	2790
2746	3401	2789
2747	3402	2788
2748	3403	2787
2749	3404	2785
2750	3405	2784
2751	3406	2783
2752	3408	2781
2753	3409	2780
2754	3410	2779
2755	3412	2778
2756	3413	2776
2757	3414	2775
2758	3415	2774
2759	3416	2773
2760	3418	2771
2761	3419	2770
2762	3420	2769
2763	3422	2768
2764	3423	2767
2765	3424	2765
2766	3425	2764
2767	3426	2763
2768	3427	2761
2769	3429	2760
2770	3430	2759
2771	3431	2758
2772	3432	2756
2773	3434	2755
2774	3435	2754
2775	3436	2752
2776	3437	2751
2777	3438	2750
2778	3440	2749
2779	3441	2748
2780	3442	2746
2781	3444	2745
2782	3445	2744
2783	3446	2743
2784	3447	2741
2785	3448	2740
2786	3449	2739
2787	3450	2737
2788	3451	2736
2789	3453	2735
2790	3454	2734
2791	3455	2732
2792	3456	2731
2793	3457	2730
2794	3459	2729
2795	3460	2727
2796	3461	2726
2797	3463	2725
2798	3464	2724
2799	3465	2722
2800	3466	2721
2801	3468	2720
2802	3469	2719
2803	3470	2718
2804	3472	2717
2805	3473	2716
2806	3474	2714
2807	3476	2713
2808	3477	2712
2809	3478	2711
2810	3479	2709
2811	3481	2708
2812	3482	2707
2813	3483	2706
2814	3484	2705
2815	3486	2703
2816	3487	2702
2817	3489	2701
2818	3490	2700
2819	3491	2699
2820	3493	2698
2821	3494	2696
2822	3495	2695
2823	3497	2694
2824	3498	2693
2825	3499	2692
2826	3500	2690
2827	3501	2689
2828	3502	2688
2829	3503	2686
2830	3505	2685
2831	3506	2684
2832	3507	2683
2833	3508	2681
2834	3509	2680
2835	3511	2679
2836	3512	2677
2837	3513	2676
2838	3515	2675
2839	3516	2674
2840	3517	2673
2841	3519	2672
2842	3521	2671
2843	3522	2670
2844	3523	2669
2845	3525	2668
2846	3526	2666
2847	3527	2665
2848	3529	2664
2849	3530	2663
2850	3531	2662
2851	3532	2660
2852	3534	2659
2853	3535	2658
2854	3536	2657
2855	3537	2655
2856	3539	2654
2857	3540	2653
2858	3541	2652
2859	3542	2650
2860	3543	2649
2861	3544	2648
2862	3546	2647
2863	3547	2645
2864	3549	2644
2865	3550	2643
2866	3551	2642
2867	3552	2641
2868	3554	2639
2869	3555	2638
2870	3556	2637
2871	3557	2635
2872	3558	2634
2873	3559	2633
2874	3560	2631
2875	3562	2630
2876	3563	2629
2877	3565	2628
2878	3566	2627
2879	3567	2625
2880	3568	2624
2881	3569	2623
2882	3571	2622
2883	3572	2620
2884	3573	2619
2885	3574	2618
2886	3575	2617
2887	3576	2615
2888	3577	2614
2889	3579	2613
2890	3580	2611
2891	3581	2610
2892	3582	2609
2893	3584	2608
2894	3585	2606
2895	3586	2605
2896	3587	2604
2897	3589	2603
2898	3591	2602
2899	3591	2601
2900	3593	2599
2901	3594	2598
2902	3595	2597
2903	3596	2595
2904	3597	2594
2905	3598	2593
2906	3599	2591
2907	3601	2590
2908	3602	2589
2909	3603	2588
2910	3605	2587
2911	3606	2586
2912	3608	2585
2913	3609	2583
2914	3610	2582
2915	3612	2581
2916	3613	2580
2917	3614	2579
2918	3615	2577
2919	3616	2576
2920	3618	2575
2921	3619	2573
2922	3620	2572
2923	3621	2571
2924	3622	2570
2925	3624	2568
2926	3625	2567
2927	3626	2566
2928	3627	2564
2929	3628	2563
2930	3629	2562
2931	3631	2561
2932	3632	2560
2933	3633	2558
2934	3635	2557
2935	3636	2556
2936	3637	2555
2937	3639	2554
2938	3640	2552
2939	3641	2551
2940	3643	2550
2941	3644	2549
2942	3645	2548
2943	3646	2546
2944	3648	2545
2945	3650	2544
2946	3651	2544
2947	3653	2542
2948	3654	2541
2949	3655	2540
2950	3656	2539
2951	3657	2537
2952	3659	2536
2953	3660	2535
2954	3661	2533
2955	3662	2532
2956	3664	2531
2957	3665	2530
2958	3666	2529
2959	3667	2527
2960	3669	2526
2961	3670	2525
2962	3672	2524
2963	3673	2523
2964	3674	2522
2965	3675	2520
2966	3676	2519
2967	3677	2518
2968	3679	2516
2969	3680	2515
2970	3681	2514
2971	3682	2513
2972	3684	2511
2973	3685	2510
2974	3686	2509
2975	3688	2508
2976	3689	2507
2977	3690	2506
2978	3692	2505
2979	3694	2504
2980	3695	2502
2981	3696	2501
2982	3697	2500
2983	3698	2499
2984	3700	2497
2985	3701	2496
2986	3703	2495
2987	3704	2494
2988	3706	2493
2989	3707	2492
2990	3708	2491
2991	3710	2489
2992	3711	2488
2993	3712	2487
2994	3714	2486
2995	3715	2485
2996	3717	2484
2997	3718	2483
2998	3720	2482
2999	3721	2480
3000	3722	2479
3001	3724	2478
3002	3725	2477
3003	3726	2476
3004	3727	2474
3005	3729	2473
3006	3730	2472
3007	3732	2471
3008	3733	2470
3009	3734	2469
3010	3735	2467
3011	3736	2466
3012	3738	2465
3013	3739	2464
3014	3741	2463
3015	3742	2461
3016	3743	2460
3017	3744	2459
3018	3746	2458
3019	3747	2457
3020	3748	2455
3021	3749	2454
3022	3750	2452
3023	3751	2451
3024	3752	2450
3025	3753	2448
3026	3754	2447
3027	3756	2446
3028	3757	2445
3029	3758	2443
3030	3759	2442
3031	3762	2442
3032	3763	2440
3033	3764	2439
3034	3766	2438
3035	3767	2437
3036	3768	2436
3037	3770	2435
3038	3771	2433
3039	3772	2432
3040	3774	2431
3041	3775	2430
3042	3777	2429
3043	3778	2427
3044	3779	2426
3045	3780	2425
3046	3782	2424
3047	3783	2422
3048	3784	2421
3049	3785	2420
3050	3787	2419
3051	3788	2417
3052	3789	2416
3053	3790	2415
3054	3791	2414
3055	3793	2412
3056	3794	2411
3057	3795	2410
3058	3797	2409
3059	3798	2408
3060	3799	2406
3061	3800	2405
3062	3802	2404
3063	3803	2403
3064	3804	2402
3065	3805	2400
3066	3807	2399
3067	3808	2398
3068	3809	2397
3069	3811	2395
3070	3812	2394
3071	3813	2393
3072	3814	2392
3073	3815	2390
3074	3817	2389
3075	3818	2388
3076	3819	2387
3077	3820	2385
3078	3822	2384
3079	3823	2383
3080	3824	2382
3081	3826	2381
3082	3827	2379
3083	3828	2378
3084	3830	2377
3085	3831	2376
3086	3832	2374
3087	3833	2373
3088	3835	2372
3089	3836	2371
3090	3837	2370
3091	3838	2368
3092	3840	2367
3093	3841	2366
3094	3842	2365
3095	3843	2363
3096	3844	2362
3097	3846	2361
3098	3847	2360
3099	3848	2359
3100	3850	2357
3101	3851	2356
3102	3852	2355
3103	3853	2354
3104	3855	2352
3105	3856	2351
3106	3858	2350
3107	3859	2349
3108	3860	2347
3109	3861	2346
3110	3862	2345
3111	3864	2344
3112	3865	2343
3113	3866	2342
3114	3868	2340
3115	3869	2339
3116	3870	2338
3117	3871	2336
3118	3872	2335
3119	3874	2334
3120	3875	2333
3121	3876	2331
3122	3877	2330
3123	3879	2329
3124	3880	2328
3125	3882	2327
3126	3883	2325
3127	3884	2324
3128	3885	2323
3129	3886	2322
3130	3887	2320
3131	3889	2319
3132	3890	2318
3133	3891	2317
3134	3892	2315
3135	3893	2314
3136	3895	2313
3137	3896	2312
3138	3897	2310
3139	3899	2309
3140	3900	2308
3141	3901	2307
3142	3902	2305
3143	3904	2304
3144	3905	2303
3145	3906	2302
3146	3908	2301
3147	3909	2300
3148	3910	2298
3149	3912	2297
3150	3913	2296
3151	3914	2295
3152	3916	2294
3153	3917	2292
3154	3918	2291
3155	3919	2290
3156	3920	2288
3157	3922	2287
3158	3923	2286
3159	3925	2285
3160	3926	2284
3161	3927	2283
3162	3929	2281
3163	3930	2280
3164	3931	2279
3165	3932	2278
3166	3933	2276
3167	3935	2275
3168	3936	2274
3169	3937	2273
3170	3939	2272
3171	3940	2270
3172	3941	2269
3173	3942	2268
3174	3944	2267
3175	3945	2265
3176	3946	2264
3177	3948	2263
3178	3950	2262
3179	3951	2261
3180	3952	2260
3181	3954	2259
3182	3955	2258
3183	3956	2256
3184	3957	2255
3185	3959	2254
3186	3960	2252
3187	3961	2251
3188	3962	2250
3189	3963	2248
3190	3964	2247
3191	3965	2246
3192	3967	2245
3193	3968	2243
3194	3969	2242
3195	3971	2241
3196	3972	2240
3197	3974	2239
3198	3975	2238
3199	3976	2236
3200	3977	2235
3201	3978	2234
3202	3980	2232
3203	3981	2231
3204	3982	2230
3205	3983	2229
3206	3985	2227
3207	3986	2226
3208	3987	2225
3209	3989	2224
3210	3990	2223
3211	3991	2222
3212	3993	2220
3213	3994	2219
3214	3995	2218
3215	3996	2217
3216	3998	2215
3217	3999	2214
3218	4000	2213
3219	4001	2212
3220	4003	2211
3221	4004	2209
3222	4005	2208
3223	4006	2207
3224	4008	2206
3225	4009	2204
3226	4010	2203
3227	4011	2202
3228	4012	2200
3229	4014	2199
3230	4015	2198
3231	4016	2197
3232	4017	2195
3233	4018	2194
3234	4020	2193
3235	4021	2192
3236	4022	2190
3237	4024	2189
3238	4025	2188
3239	4026	2187
3240	4027	2186
3241	4029	2184
3242	4030	2183
3243	4031	2182
3244	4032	2181
3245	4034	2179
3246	4035	2178
3247	4036	2177
3248	4037	2175
3249	4038	2174
3250	4039	2173
3251	4040	2171
3252	4041	2170
3253	4043	2169
3254	4044	2168
3255	4045	2166
3256	4046	2165
3257	4047	2164
3258	4048	2162
3259	4050	2161
3260	4051	2160
3261	4053	2159
3262	4054	2158
3263	4055	2157
3264	4056	2155
3265	4057	2154
3266	4058	2153
3267	4060	2151
3268	4061	2150
3269	4063	2149
3270	4064	2148
3271	4065	2147
3272	4066	2145
3273	4068	2144
3274	4069	2143
3275	4070	2141
3276	4071	2140
3277	4072	2139
3278	4073	2138
3279	4074	2136
3280	4076	2135
3281	4077	2134
3282	4078	2132
3283	4079	2131
3284	4081	2130
3285	4082	2129
3286	4083	2128
3287	4084	2126
3288	4085	2125
3289	4087	2124
3290	4088	2123
3291	4090	2122
3292	4091	2120
3293	4092	2119
3294	4093	2118
3295	4095	2117
3296	4096	2115
3297	4097	2114
3298	4098	2113
3299	4100	2112
3300	4101	2110
3301	4102	2109
3302	4103	2108
3303	4105	2107
3304	4106	2106
3305	4107	2104
3306	4108	2103
3307	4109	2102
3308	4111	2100
