iter	RMSE
1513	0.1244113851
1514	0.1243230679
1515	0.1242928762
1516	0.1242714203
1517	0.1241957424
1518	0.1241440341
1519	0.1240822401
1520	0.124047775
1521	0.1239922368
1522	0.1239742169
1523	0.123906872
1524	0.1238473689
1525	0.1237938884
1526	0.1237244486
1527	0.1237047848
1528	0.1236511372
1529	0.1235754224
1530	0.1235263576
1531	0.1234887744
1532	0.1234073217
1533	0.1233597593
1534	0.1233238257
1535	0.1232619236
1536	0.1232168227
1537	0.1231933866
1538	0.1231167753
1539	0.1230355341
1540	0.1229899812
1541	0.1229162701
1542	0.1228488945
1543	0.1228209903
1544	0.1227627495
1545	0.1226841463
1546	0.1225970705
1547	0.1225418705
1548	0.1224886989
1549	0.122445485
1550	0.1223893501
1551	0.1223214383
1552	0.1222561874
1553	0.1222229821
1554	0.1221669839
1555	0.1221091886
1556	0.1220792734
1557	0.1220490045
1558	0.1219806208
1559	0.1219232437
1560	0.1218281905
1561	0.1217660379
1562	0.1216394145
1563	0.1215630144
1564	0.1214848561
1565	0.1214116976
1566	0.1213932729
1567	0.1213492104
1568	0.1212438672
1569	0.1211592817
1570	0.121128163
1571	0.1210540786
1572	0.1210134368
1573	0.1209708877
1574	0.1209031212
1575	0.1208635013
1576	0.1207718288
1577	0.1207269432
1578	0.1206523437
1579	0.1205805356
1580	0.120551244
1581	0.1204678252
1582	0.1204217437
1583	0.1203637174
1584	0.1202772277
1585	0.120227782
1586	0.1201908049
1587	0.1201239072
1588	0.1200470033
1589	0.1199975968
1590	0.119927408
1591	0.1198702677
1592	0.1198380066
1593	0.1197888179
1594	0.1197200571
1595	0.1196302247
1596	0.119628388
1597	0.1195416122
1598	0.1194703704
1599	0.1194146678
1600	0.1193698753
1601	0.1193134398
1602	0.1192578509
1603	0.1191880852
1604	0.1191544185
1605	0.1190514467
1606	0.1190132149
1607	0.1189416411
1608	0.1188785097
1609	0.1188082054
1610	0.1187852031
1611	0.1187387992
1612	0.1186819435
1613	0.1186027461
1614	0.1185427014
1615	0.118474303
1616	0.1184052265
1617	0.1183156427
1618	0.1182624265
1619	0.1182086512
1620	0.118159919
1621	0.1180818523
1622	0.1180146428
1623	0.1179689219
1624	0.117892298
1625	0.1178708934
1626	0.1178073365
1627	0.1177713848
1628	0.1177449354
1629	0.117648115
1630	0.1176093325
1631	0.1175965012
1632	0.1175666443
1633	0.1175243359
1634	0.1174834219
1635	0.1174510185
1636	0.117394565
1637	0.1173630909
1638	0.1173250351
1639	0.1172920554
1640	0.1172499915
1641	0.1171382899
1642	0.1170777978
1643	0.1170322729
1644	0.1169669547
1645	0.1169048538
1646	0.1168576661
1647	0.116823958
1648	0.1167811707
1649	0.1167121052
1650	0.116609147
1651	0.1165729305
1652	0.1165292449
1653	0.1164806412
1654	0.1164653702
1655	0.1164219019
1656	0.1163886141
1657	0.1163658058
1658	0.1163497402
1659	0.1163382441
1660	0.1163054011
1661	0.1162356179
1662	0.116155755
1663	0.1161326542
1664	0.1160853592
1665	0.1160369745
1666	0.1160056979
1667	0.1159247993
1668	0.1158573879
1669	0.1158160275
1670	0.1157324659
1671	0.1156755061
1672	0.1156169309
1673	0.1155622455
1674	0.1155008021
1675	0.115449763
1676	0.1153685951
1677	0.1153215164
1678	0.1153129302
1679	0.1152383686
1680	0.1152000125
1681	0.1151163808
1682	0.1150381795
1683	0.1149932231
1684	0.1149317794
1685	0.114861523
1686	0.1148145855
1687	0.1147795352
1688	0.1147305054
1689	0.1146738595
1690	0.1146011077
1691	0.1145658548
1692	0.1144747742
1693	0.1144144359
1694	0.1143661515
1695	0.1143495939
1696	0.1142291183
1697	0.1141902901
1698	0.1141253747
1699	0.1140564987
1700	0.1140184529
1701	0.1139763333
1702	0.1139502435
1703	0.1139346089
1704	0.1138357856
1705	0.1138211351
1706	0.1137536789
1707	0.1137107462
1708	0.1136603281
1709	0.113634896
1710	0.113576394
1711	0.1135546877
1712	0.113476981
1713	0.1134536187
1714	0.1134005827
1715	0.1133132318
1716	0.1132596212
1717	0.1132058018
1718	0.1131204574
1719	0.1130955984
1720	0.1130545534
1721	0.1130207759
1722	0.1129952719
1723	0.1129693917
1724	0.1129349888
1725	0.1128914911
1726	0.1128118549
1727	0.1127599555
1728	0.1127061551
1729	0.1126195223
1730	0.1125387609
1731	0.112482967
1732	0.1124304156
1733	0.112380082
1734	0.1123143144
1735	0.1121989776
1736	0.1121567799
1737	0.1121007337
1738	0.1120307428
1739	0.1120156465
1740	0.1119654137
1741	0.1119164189
1742	0.1118503018
1743	0.1117865841
1744	0.1117554582
1745	0.1117477089
1746	0.1117267025
1747	0.1116823036
1748	0.1116335576
1749	0.1115679892
1750	0.1114934786
1751	0.1114224623
1752	0.1113599405
1753	0.1112512142
1754	0.1111819407
1755	0.111147203
1756	0.1110792366
1757	0.1110218599
1758	0.1109797283
1759	0.1108960837
1760	0.1108719339
1761	0.1108274445
1762	0.1107574129
1763	0.1107136445
1764	0.1106663341
1765	0.1106065573
1766	0.1105826168
1767	0.1105597456
1768	0.1105033133
1769	0.1104605351
1770	0.1103908392
1771	0.1103416213
1772	0.1102691337
1773	0.1102640106
1774	0.1102410149
1775	0.1101801588
1776	0.1101288981
1777	0.1101006265
1778	0.1100491389
1779	0.1100000577
1780	0.109933706
1781	0.1098908079
1782	0.109845913
1783	0.1098038812
1784	0.1097525242
1785	0.1097396354
1786	0.1096400223
1787	0.1095844208
1788	0.1095211618
1789	0.1094417816
1790	0.1093445674
1791	0.1092824396
1792	0.1091842615
1793	0.1091113926
1794	0.1090571552
1795	0.1090209685
1796	0.1089996163
1797	0.1089498128
1798	0.108930116
1799	0.1088776845
1800	0.1088180133
1801	0.1087826375
1802	0.1087194184
1803	0.1086630675
1804	0.1085892186
1805	0.1085289166
1806	0.1084790268
1807	0.108444856
1808	0.1084292935
1809	0.1083991299
1810	0.1083619084
1811	0.1083134296
1812	0.1082588336
1813	0.1082163579
1814	0.1081357667
1815	0.1081029629
1816	0.1080355099
1817	0.1079931868
1818	0.1079550806
1819	0.1079227533
1820	0.1078887552
1821	0.1078744306
1822	0.1078500797
1823	0.1078437104
1824	0.1078342742
1825	0.1077499857
1826	0.1076944912
1827	0.1076259728
1828	0.1075999642
1829	0.1075311867
1830	0.1074920246
1831	0.1074362616
1832	0.1074151623
1833	0.1073652868
1834	0.1073260317
1835	0.1073009056
1836	0.1072392
1837	0.1071810774
1838	0.1071628201
1839	0.1071108152
1840	0.1070520844
1841	0.1069679951
1842	0.1069339835
1843	0.1068695587
1844	0.106763672
1845	0.1067065542
1846	0.1066764311
1847	0.1066449641
1848	0.1065775907
1849	0.1065228382
1850	0.1064922912
1851	0.1064378808
1852	0.1063681462
1853	0.1063099071
1854	0.1062666194
1855	0.1062003297
1856	0.1061561158
1857	0.1061179245
1858	0.1060863621
1859	0.1060446954
1860	0.1059678642
1861	0.1059329097
1862	0.1059085591
1863	0.1058527068
1864	0.1058326774
1865	0.1058182822
1866	0.1057811493
1867	0.1057520271
1868	0.1056746228
1869	0.105629082
1870	0.1055625518
1871	0.1055293693
1872	0.1054875108
1873	0.1054568552
1874	0.1054063208
1875	0.1053186871
1876	0.1052981037
1877	0.1052212202
1878	0.1051772125
1879	0.1050980525
1880	0.1050338395
1881	0.1049914398
1882	0.1049445036
1883	0.1049126485
1884	0.1048534602
1885	0.1047925688
1886	0.1047307825
1887	0.1046900821
1888	0.1046363663
1889	0.1045957747
1890	0.1045459594
1891	0.1044974963
1892	0.1044486732
1893	0.1043991486
1894	0.1043503642
1895	0.104305219
1896	0.1042764335
1897	0.1042448455
1898	0.1042164418
1899	0.1041850095
1900	0.1041309771
1901	0.1041006968
1902	0.1040474383
1903	0.103998803
1904	0.1039374719
1905	0.1038785897
1906	0.1038127364
1907	0.1037762708
1908	0.1037065561
1909	0.1036937095
1910	0.1036640134
1911	0.10363349
1912	0.1035976974
1913	0.1035507074
1914	0.103500187
1915	0.1034697661
1916	0.1034060538
1917	0.1033808923
1918	0.1033710973
1919	0.1033569803
1920	0.1033228869
1921	0.1032753378
1922	0.1032191668
1923	0.1031842114
1924	0.1031062129
1925	0.1030646628
1926	0.1030339832
1927	0.1030159506
1928	0.1029500878
1929	0.1029125491
1930	0.1028799229
1931	0.102844974
1932	0.1028016938
1933	0.1027471491
1934	0.1026934171
1935	0.1026694827
1936	0.1026369751
1937	0.1026099191
1938	0.1025935755
1939	0.1025452584
1940	0.1025098175
1941	0.1024622621
1942	0.1024048443
1943	0.1023369423
1944	0.1022963508
1945	0.1022158515
1946	0.1021510816
1947	0.1021174232
1948	0.1020698303
1949	0.1020310606
1950	0.1019674783
1951	0.1019243378
1952	0.1018657321
1953	0.1018414209
1954	0.1017775103
1955	0.101732309
1956	0.1016688027
1957	0.1016282873
1958	0.101556138
1959	0.1015306365
1960	0.1014959225
1961	0.1014370716
1962	0.1014134307
1963	0.101316832
1964	0.1012913616
1965	0.1012463057
1966	0.101158512
1967	0.1011159871
1968	0.1010892196
1969	0.1010154013
1970	0.1009821519
1971	0.1009238612
1972	0.1008993692
1973	0.1008491819
1974	0.100776651
1975	0.1007385588
1976	0.1006962378
1977	0.1006430863
1978	0.1006118394
1979	0.1005665281
1980	0.100501906
1981	0.1004697793
1982	0.1004291715
1983	0.1003902193
1984	0.1003422142
1985	0.1003231029
1986	0.1002727771
1987	0.1002434647
1988	0.1001869188
1989	0.1001445716
1990	0.1000776495
1991	0.100022503
1992	0.09998063159
1993	0.09993199569
1994	0.09989597254
1995	0.0998854656
1996	0.09984655943
1997	0.09980242085
1998	0.09974878606
1999	0.09969629549
2000	0.09966502473
2001	0.099613969
2002	0.0995583017
2003	0.09951787004
2004	0.09950453349
2005	0.09942951331
2006	0.09941420309
2007	0.09937754162
2008	0.0993398966
2009	0.09930816057
2010	0.09927754236
2011	0.09924430573
2012	0.09922370286
2013	0.09919407469
2014	0.0991450362
2015	0.0990993771
2016	0.09905787538
2017	0.09905162177
2018	0.09902969909
2019	0.0990014876
2020	0.09895433898
2021	0.09893759193
2022	0.09887647472
2023	0.09883297063
2024	0.09880162938
2025	0.0987623783
2026	0.09870382007
2027	0.0986386817
2028	0.09860934331
2029	0.09858497009
2030	0.09853796745
2031	0.09849767201
2032	0.09844771129
2033	0.09840722366
2034	0.09836797772
2035	0.09831890965
2036	0.09827470941
2037	0.09824426958
2038	0.09823561053
2039	0.09819473371
2040	0.09815046665
2041	0.09809941488
2042	0.0980555968
2043	0.09803413066
2044	0.09800331506
2045	0.09797940854
2046	0.09792605021
2047	0.0978894242
2048	0.09784985385
2049	0.09780276594
2050	0.09774012687
2051	0.0976776022
2052	0.09763663342
2053	0.09757878541
2054	0.0975710937
2055	0.09751352046
2056	0.09748786828
2057	0.09745460469
2058	0.09738931197
2059	0.09736121315
2060	0.0973046487
2061	0.0972744618
2062	0.09726679719
2063	0.09723014703
2064	0.09719163804
2065	0.09715483141
2066	0.09711443014
2067	0.09706858499
2068	0.09702491863
2069	0.09698492854
2070	0.09695204667
2071	0.0969290108
2072	0.09688864326
2073	0.09685829086
2074	0.09684108199
2075	0.09680669112
2076	0.09677307385
2077	0.09675327218
2078	0.09670617869
2079	0.09667242108
2080	0.09663741102
2081	0.09660482373
2082	0.09659361398
2083	0.09656143105
2084	0.09652268811
2085	0.09650305765
2086	0.09646104817
2087	0.09642470893
2088	0.09639963623
2089	0.0963778685
2090	0.09632321163
2091	0.096272094
2092	0.09623995188
2093	0.09620831215
2094	0.09617862979
2095	0.09614904445
2096	0.09607588586
2097	0.09605476845
2098	0.09601666107
2099	0.09596687718
2100	0.09591720571
2101	0.09587326566
2102	0.09583620025
2103	0.09580566739
2104	0.09577534196
2105	0.09573797006
2106	0.09568937986
2107	0.0956636007
2108	0.09564730711
2109	0.09558583151
2110	0.09554899267
2111	0.09552234598
2112	0.09548510508
2113	0.09545789747
2114	0.09545724356
2115	0.09542637646
2116	0.09537517563
2117	0.09534789898
2118	0.09532696013
2119	0.09531147546
2120	0.09527668963
2121	0.09526350208
2122	0.09521182577
2123	0.0951758319
2124	0.095109429
2125	0.09506285271
2126	0.09502497473
2127	0.09500559321
2128	0.0949567327
2129	0.094916139
2130	0.09486488601
2131	0.09485280494
2132	0.09483078083
2133	0.09479327732
2134	0.09475691222
2135	0.09469450974
2136	0.09468339851
2137	0.09462901829
2138	0.09457338422
2139	0.09454996242
2140	0.09449278806
2141	0.09447805753
2142	0.0944502173
2143	0.09440804497
2144	0.09434623144
2145	0.09429143912
2146	0.09425644421
2147	0.09422435257
2148	0.09417932099
2149	0.09415724176
2150	0.09412852688
2151	0.09408911805
2152	0.09406246139
2153	0.09403792931
2154	0.09400298
2155	0.09396902003
2156	0.09393988504
2157	0.09388126227
2158	0.09382721796
2159	0.09379363166
2160	0.09376037897
2161	0.09371258918
2162	0.09368024675
2163	0.09365017934
2164	0.09362237803
2165	0.09358148296
2166	0.09356954273
2167	0.09355042532
2168	0.09351799745
2169	0.09347936305
2170	0.09343288498
2171	0.09339116807
2172	0.09332852736
2173	0.09330417998
2174	0.09328794368
2175	0.09323604363
2176	0.09317025387
2177	0.09314748815
2178	0.09310608002
2179	0.09306810887
2180	0.09303653839
2181	0.09300851266
2182	0.09297928155
2183	0.09294552804
2184	0.09290532176
2185	0.0928862752
2186	0.09287548251
2187	0.09284270131
2188	0.09281381352
2189	0.09279235351
2190	0.09275125046
2191	0.09270358789
2192	0.09266862061
2193	0.09263346318
2194	0.09259282304
2195	0.09256080371
2196	0.09252683279
2197	0.09249161662
2198	0.09244855197
2199	0.09241803944
2200	0.09237064255
2201	0.09234086258
2202	0.09229489807
2203	0.09225691926
2204	0.09222221476
2205	0.09218497957
2206	0.09216420099
2207	0.09213037595
2208	0.09208965729
2209	0.09206653349
2210	0.09204384904
2211	0.0920082925
2212	0.0919832376
2213	0.09192523484
2214	0.09187926215
2215	0.09187871814
2216	0.0918252578
2217	0.09178523198
2218	0.09173614636
2219	0.09172294651
2220	0.09167928374
2221	0.09165920627
2222	0.09162846035
2223	0.09161088492
2224	0.0916025921
2225	0.09154569828
2226	0.09152773982
2227	0.09148413486
2228	0.0914416834
2229	0.09138228365
2230	0.09133062762
2231	0.09129978001
2232	0.09126203251
2233	0.09124328953
2234	0.09123431557
2235	0.09119483431
2236	0.09111938318
2237	0.09111024467
2238	0.09107024352
2239	0.09104510569
2240	0.09102793715
2241	0.09100536422
2242	0.09099033978
2243	0.09094632553
2244	0.09089834372
2245	0.09087257522
2246	0.09084009028
2247	0.09078414777
2248	0.09073694868
2249	0.09071270003
2250	0.09068914868
2251	0.09065256863
2252	0.09062799481
2253	0.09058750653
2254	0.0905657629
2255	0.0905179442
2256	0.09048339018
2257	0.0904612151
2258	0.09040615998
2259	0.09036231535
2260	0.09031883412
2261	0.09028147039
2262	0.09027209752
2263	0.09024872298
2264	0.09021618904
2265	0.09017271715
2266	0.09015058125
2267	0.09010426432
2268	0.09007456801
2269	0.09004804229
2270	0.09001679705
2271	0.08997322567
2272	0.08993364636
2273	0.08991756168
2274	0.08986444394
2275	0.08981374817
2276	0.08981105921
2277	0.08977609003
2278	0.08974925219
2279	0.08972927712
2280	0.08970137526
2281	0.08967370529
2282	0.08956670543
2283	0.089545561
2284	0.08951281822
2285	0.08945008297
2286	0.08941377359
2287	0.08938107787
2288	0.08931386333
2289	0.0892826964
2290	0.08922528862
2291	0.08921034447
2292	0.08916327598
2293	0.08913858749
2294	0.08911679112
2295	0.08909773005
2296	0.08906142
2297	0.08901916309
2298	0.08898228359
2299	0.08896561002
2300	0.0889271601
2301	0.08890094831
2302	0.08886225842
2303	0.08881580179
2304	0.08878645468
2305	0.08875925295
2306	0.08873925962
2307	0.08872014605
2308	0.08871145015
2309	0.0886876228
2310	0.08865719984
2311	0.08863029532
2312	0.08861452694
2313	0.08858204258
2314	0.08855179245
2315	0.08851714853
2316	0.0884943096
2317	0.0884440543
2318	0.08841920897
2319	0.08839818899
2320	0.08837448333
2321	0.08834327855
2322	0.08830596821
2323	0.08826446802
2324	0.08820693882
2325	0.08816056163
2326	0.08813166206
2327	0.08811048624
2328	0.08807409532
2329	0.08801575766
2330	0.08798047378
2331	0.08793379615
2332	0.0879026247
2333	0.0878743711
2334	0.08783660929
2335	0.08781773003
2336	0.08779528235
2337	0.08776233827
2338	0.08773619422
2339	0.08771135468
2340	0.08769273677
2341	0.087659204
2342	0.08762812187
2343	0.08761626663
2344	0.0875801216
2345	0.0875403868
2346	0.08750397269
2347	0.08748005064
2348	0.08744858834
2349	0.08740517245
2350	0.08736488901
2351	0.08735531319
2352	0.08732342393
2353	0.08729841667
2354	0.08726483662
2355	0.08722811471
2356	0.08717976583
2357	0.08713040506
2358	0.08710252189
2359	0.08705208126
2360	0.08702091633
2361	0.08699684357
2362	0.08695333677
2363	0.08691700532
2364	0.08687857714
2365	0.08684420733
2366	0.08680029489
2367	0.08678066276
2368	0.08673524047
2369	0.08670298468
2370	0.08665959584
2371	0.0866293619
2372	0.08658011227
2373	0.08652441542
2374	0.08648342919
2375	0.08646209164
2376	0.08643002663
2377	0.08638245213
2378	0.08637450746
2379	0.08633392653
2380	0.08630581749
2381	0.0862702908
2382	0.08621414953
2383	0.08618404134
2384	0.08613800264
2385	0.08611712814
2386	0.08608825697
2387	0.086044828
2388	0.08600987102
2389	0.08597952919
2390	0.08594724517
2391	0.08591413642
2392	0.08588954161
2393	0.08585038695
2394	0.08582146715
2395	0.08578803433
2396	0.08576575217
2397	0.08572896991
2398	0.08570827341
2399	0.08565202514
2400	0.08565130816
2401	0.08560678254
2402	0.08559967904
2403	0.08557206336
2404	0.08553940774
2405	0.08552164032
2406	0.08548639248
2407	0.08546489693
2408	0.08544160482
2409	0.08541278853
2410	0.08538742014
2411	0.08534386121
2412	0.08532706955
2413	0.08529111101
2414	0.08526811324
2415	0.08523140814
2416	0.08520240929
2417	0.08517739257
2418	0.08513091981
2419	0.08508333295
2420	0.08506914442
2421	0.08502686046
2422	0.08500199465
2423	0.08499043076
2424	0.08497402413
2425	0.08493639524
2426	0.08492271841
2427	0.08491406855
2428	0.0848933114
2429	0.08488002966
2430	0.08484423143
2431	0.08480943398
2432	0.08480891191
2433	0.08477080491
2434	0.08474448733
2435	0.0847077802
2436	0.08468103618
2437	0.08465620388
2438	0.08459481184
2439	0.08456082158
2440	0.08453969467
2441	0.08453386623
2442	0.08451835207
2443	0.08447910431
2444	0.08444799096
2445	0.08441138484
2446	0.08438007951
2447	0.08436509681
2448	0.08432853362
2449	0.08430149126
2450	0.08428352527
2451	0.08426619053
2452	0.08424015328
2453	0.08420067596
2454	0.08418140731
2455	0.0841468148
2456	0.0841210337
2457	0.08410507144
2458	0.08406835321
2459	0.08403307866
2460	0.08398622336
2461	0.08396842296
2462	0.08391348049
2463	0.08389611693
2464	0.08386416573
2465	0.08382967858
2466	0.08380691399
2467	0.08374221616
2468	0.0837018843
2469	0.08366900409
2470	0.08364242227
2471	0.0836170358
2472	0.0835928432
2473	0.08355587014
2474	0.08354009777
2475	0.08351269593
2476	0.08349911391
2477	0.08347689124
2478	0.08343989225
2479	0.08342128471
2480	0.08339754925
2481	0.08337843347
2482	0.08336282295
2483	0.08333870581
2484	0.08331516683
2485	0.08329519072
2486	0.0832763101
2487	0.08324549923
2488	0.08321131611
2489	0.08319511242
2490	0.08315650922
2491	0.08312673082
2492	0.08310365414
2493	0.08304164687
2494	0.08303556687
2495	0.08302124516
2496	0.08298229476
2497	0.08295793865
2498	0.08294943537
2499	0.0829287056
2500	0.08290564846
2501	0.08287033348
2502	0.08285047739
2503	0.08283397493
2504	0.08280651065
2505	0.08277936823
2506	0.0827627638
2507	0.08273471096
2508	0.08270796842
2509	0.08268468724
2510	0.08266174401
2511	0.0826529039
2512	0.08261184684
2513	0.08260247175
2514	0.08256167894
2515	0.08253003031
2516	0.08249472529
2517	0.08247139837
2518	0.08244581327
2519	0.08240004484
2520	0.08233849674
2521	0.08230537993
2522	0.0823002159
2523	0.08228197375
2524	0.08226618628
2525	0.08225417321
2526	0.08221272981
2527	0.08219891873
2528	0.08217938363
2529	0.08212838249
2530	0.08208813804
2531	0.08206121193
2532	0.08203680955
2533	0.0819970813
2534	0.08196297688
2535	0.08193337049
2536	0.0818873212
2537	0.08186119445
2538	0.08182924098
2539	0.08181474561
2540	0.08180136889
2541	0.08178454631
2542	0.0817693735
2543	0.08172661318
2544	0.08168352327
2545	0.08165396573
2546	0.08163389145
2547	0.08159054415
2548	0.08155664239
2549	0.08152611803
2550	0.08150019793
2551	0.08146644273
2552	0.08144683785
2553	0.08141647658
2554	0.08138662001
2555	0.08137347864
2556	0.08133948014
2557	0.08132632779
2558	0.08130405725
2559	0.08128623503
2560	0.08126122321
2561	0.08124487633
2562	0.08121366301
2563	0.08117005422
2564	0.08114719013
2565	0.08114079644
2566	0.08112799999
2567	0.08109765464
2568	0.08108370133
2569	0.08105322006
2570	0.08103007918
2571	0.08100191035
2572	0.08097307822
2573	0.08095671415
2574	0.08091203954
2575	0.08088665036
2576	0.08086829025
2577	0.08083365802
2578	0.08078890095
2579	0.08076754159
2580	0.08075376833
2581	0.08073858136
2582	0.08072304906
2583	0.08070050036
2584	0.08067425448
2585	0.08065243174
2586	0.08062570149
2587	0.08061537067
2588	0.08059806821
2589	0.08057808425
2590	0.0805112977
2591	0.08046922328
2592	0.08044979958
2593	0.08042697198
2594	0.08040037149
2595	0.08037766857
2596	0.08032931939
2597	0.08029873505
2598	0.08027404447
2599	0.0802410379
2600	0.08021701938
2601	0.08016570535
2602	0.08011638991
2603	0.08009392316
2604	0.08007302402
2605	0.08004994092
2606	0.08002406479
2607	0.07999749659
2608	0.07994933051
2609	0.07991145863
2610	0.0798873966
2611	0.07984358836
2612	0.07981369851
2613	0.07978173011
2614	0.07975781071
2615	0.07973674682
2616	0.07969599293
2617	0.07968497147
2618	0.07965250571
2619	0.07962936509
2620	0.07961370831
2621	0.07958763693
2622	0.07955985436
2623	0.07953930571
2624	0.07952179064
2625	0.07949764564
2626	0.07948734745
2627	0.07945327251
2628	0.07944348496
2629	0.07942067648
2630	0.0793967469
2631	0.07936406475
2632	0.07930894582
2633	0.07930116308
2634	0.07927587573
2635	0.07924847048
2636	0.07922022104
2637	0.0791934209
2638	0.07917752809
2639	0.07914570827
2640	0.07913164921
2641	0.07912866503
2642	0.07910308204
2643	0.07907518122
2644	0.07903349796
2645	0.07899480579
2646	0.07896980513
2647	0.07894365684
2648	0.07893625377
2649	0.07889033806
2650	0.07884758556
2651	0.07883014004
2652	0.07879706528
2653	0.07877526824
2654	0.07875590932
2655	0.07872577368
2656	0.07869650795
2657	0.07866677348
2658	0.07864628948
2659	0.07861741048
2660	0.07857805893
2661	0.07856849306
2662	0.0785527853
2663	0.07853202432
2664	0.07849853831
2665	0.07845908224
2666	0.07841075255
2667	0.07839791727
2668	0.07837783813
2669	0.07837247673
2670	0.07833971498
2671	0.07832570286
2672	0.07829763691
2673	0.07826745171
2674	0.0782465231
2675	0.07820300427
2676	0.07817980409
2677	0.07815016307
2678	0.07814918119
2679	0.07812507065
2680	0.07809138192
2681	0.07805746077
2682	0.07801927901
2683	0.07797830338
2684	0.07795097985
2685	0.07792891629
2686	0.07789878085
2687	0.07788040842
2688	0.07785930306
2689	0.07783149971
2690	0.07779845653
2691	0.07777523051
2692	0.07773702724
2693	0.07771386667
2694	0.07770064917
2695	0.07767377784
2696	0.07763630268
2697	0.07762918542
2698	0.07759330397
2699	0.07757560094
2700	0.07754179262
2701	0.07752751914
2702	0.07749704693
2703	0.07745734307
2704	0.07742471537
2705	0.07739415418
2706	0.07736203078
2707	0.07734911643
2708	0.07732530791
2709	0.077318168
2710	0.07728640081
2711	0.07726104819
2712	0.07724092135
2713	0.07721349161
2714	0.07719211787
2715	0.07718118893
2716	0.07714222385
2717	0.0771267654
2718	0.07710217303
2719	0.07708872493
2720	0.07705676015
2721	0.07703139797
2722	0.07698382404
2723	0.076967613
2724	0.07693136519
2725	0.07689381769
2726	0.07686519386
2727	0.0768503619
2728	0.07681471285
2729	0.07678799379
2730	0.07675966577
2731	0.07674355026
2732	0.07671429036
2733	0.07669103653
2734	0.07667541715
2735	0.07663840229
2736	0.07660949058
2737	0.07658073308
2738	0.07654694831
2739	0.07652381426
2740	0.07649434895
2741	0.07647112261
2742	0.076461749
2743	0.07643561153
2744	0.0764223318
2745	0.07639184325
2746	0.07634995346
2747	0.07633707326
2748	0.07633174845
2749	0.07632961269
2750	0.07630984919
2751	0.0762881145
2752	0.07626418943
2753	0.07623679013
2754	0.07622639311
2755	0.0761743064
2756	0.07613037352
2757	0.07611218322
2758	0.07608692312
2759	0.07606512008
2760	0.07604586039
2761	0.07602067659
2762	0.07598586223
2763	0.07594469795
2764	0.07592476751
2765	0.07587857591
2766	0.07586081404
2767	0.07583049292
2768	0.07580372611
2769	0.07578863137
2770	0.07577059214
2771	0.07573226869
2772	0.07570509974
2773	0.07568529387
2774	0.07566760005
2775	0.07564759919
2776	0.07563584655
2777	0.0756187987
2778	0.07559319492
2779	0.0755660319
2780	0.07554305124
2781	0.07550829546
2782	0.07549107059
2783	0.07546539619
2784	0.07544566593
2785	0.07542762539
2786	0.07541089318
2787	0.07535759074
2788	0.07532111043
2789	0.07528429166
2790	0.07526328422
2791	0.07522567794
2792	0.07520119971
2793	0.07518724127
2794	0.07516792011
2795	0.07514122823
2796	0.07512274915
2797	0.07510894529
2798	0.07509087703
2799	0.07506639056
2800	0.07506582997
2801	0.07506449315
2802	0.075034717
2803	0.0750279966
2804	0.07498424286
2805	0.07496237442
2806	0.07493715654
2807	0.07490447427
2808	0.07487748476
2809	0.07485152541
2810	0.07481898293
2811	0.07479098239
2812	0.07475806155
2813	0.07474931091
2814	0.0747267342
2815	0.07470513333
2816	0.0746866275
2817	0.07467882596
2818	0.07464947054
2819	0.0746209494
2820	0.07459362404
2821	0.07457249795
2822	0.07454538503
2823	0.07451055164
2824	0.07449576571
2825	0.07448352666
2826	0.07444757575
2827	0.07442517889
2828	0.07439019573
2829	0.07437340326
2830	0.07431728804
2831	0.07429091147
2832	0.07427496341
2833	0.07426053325
2834	0.07424061194
2835	0.07421412449
2836	0.07418849398
2837	0.07417385458
2838	0.07416921192
2839	0.07415354391
2840	0.07411414772
2841	0.07409677496
2842	0.07406545374
2843	0.07403577773
2844	0.07402522365
2845	0.07400646778
2846	0.0739889159
2847	0.07396780023
2848	0.07396389379
2849	0.07395490179
2850	0.07390470275
2851	0.07389107536
2852	0.07386095757
2853	0.07384499934
2854	0.07381987622
2855	0.07379292663
2856	0.07375885264
2857	0.07373998294
2858	0.07370431673
2859	0.07366912643
2860	0.07362262054
2861	0.07360787388
2862	0.07359036348
2863	0.07357489178
2864	0.07355312518
2865	0.07352296974
2866	0.07350542092
2867	0.07347789093
2868	0.07345027054
2869	0.07342711234
2870	0.07339769464
2871	0.0733832603
2872	0.07335327197
2873	0.07333831692
2874	0.07331137822
2875	0.07329383167
2876	0.07326101924
2877	0.07324559514
2878	0.07321559535
2879	0.07318685259
2880	0.07315394299
2881	0.07314182459
2882	0.07312375373
2883	0.07310142538
2884	0.07307996944
2885	0.07303545565
2886	0.07301920943
2887	0.0730104167
2888	0.07298644972
2889	0.07297649328
2890	0.07296078131
2891	0.07292906601
2892	0.0729099642
2893	0.07288925747
2894	0.07286522613
2895	0.07285027159
2896	0.07281240156
2897	0.0727880438
2898	0.0727689608
2899	0.07273972602
2900	0.07271601705
2901	0.07269100656
2902	0.07265363947
2903	0.07264402809
2904	0.07262473051
2905	0.07260385188
2906	0.07257043323
2907	0.07254289914
2908	0.07251097646
2909	0.07248782539
2910	0.07248331607
2911	0.07246811992
2912	0.07244076873
2913	0.07241489073
2914	0.07240210562
2915	0.07239210807
2916	0.07236591127
