iter	RMSE
721	0.2012429688
722	0.2009972932
723	0.2008314884
724	0.2006302217
725	0.200494506
726	0.2003980783
727	0.2002094393
728	0.2000708603
729	0.1998191766
730	0.1997063262
731	0.1995642521
732	0.1993066461
733	0.1991924907
734	0.1990490382
735	0.1988674596
736	0.1985689631
737	0.1984756105
738	0.1982646659
739	0.1981575428
740	0.1979573171
741	0.1978678734
742	0.1977481508
743	0.1975907589
744	0.1974959217
745	0.1973298435
746	0.1972450908
747	0.1971452971
748	0.197052929
749	0.1967328924
750	0.1965339867
751	0.1963937898
752	0.1961263982
753	0.1959903946
754	0.1958805781
755	0.1957982798
756	0.1957077554
757	0.1955272801
758	0.1953658982
759	0.1952138307
760	0.194997866
761	0.1947865526
762	0.1944812819
763	0.1943643919
764	0.1941774112
765	0.193993644
766	0.1938183788
767	0.193633277
768	0.1934282424
769	0.1932959057
770	0.1931197681
771	0.193009745
772	0.1929090957
773	0.1927484977
774	0.1925903028
775	0.1924248792
776	0.192255165
777	0.1921433442
778	0.1919492464
779	0.1917644181
780	0.1915408235
781	0.1914159121
782	0.1911976047
783	0.1909983633
784	0.1907580595
785	0.1906462782
786	0.1905018391
787	0.190333776
788	0.1901923628
789	0.190070039
790	0.1899427428
791	0.1898598953
792	0.1897382612
793	0.1896585964
794	0.1895120827
795	0.1893261395
796	0.1892481525
797	0.1890333766
798	0.188862553
799	0.1887354686
800	0.1886372253
801	0.1885386401
802	0.1883889821
803	0.1882900145
804	0.1880621021
805	0.1879193279
806	0.1877714086
807	0.1876567134
808	0.1874524334
809	0.187350883
810	0.1872736215
811	0.1871353362
812	0.1869986453
813	0.1868322696
814	0.1867270003
815	0.1866487011
816	0.1865676117
817	0.1865027134
818	0.1863234441
819	0.1861560093
820	0.1860110281
821	0.1858911867
822	0.185750014
823	0.185597924
824	0.1854610794
825	0.185338698
826	0.1850719302
827	0.1849437654
828	0.1848725826
829	0.1847685024
830	0.1846359733
831	0.1844267451
832	0.1842953223
833	0.1842020743
834	0.1841036941
835	0.1839265386
836	0.1837594525
837	0.1835930057
838	0.1833945984
839	0.1832615697
840	0.1831434438
841	0.18303988
842	0.1829166435
843	0.1828021595
844	0.1825506392
845	0.1825093965
846	0.1824256732
847	0.182322224
848	0.1822594526
849	0.182193594
850	0.1821394376
851	0.182026802
852	0.1818781726
853	0.1817297013
854	0.1815922308
855	0.1813000634
856	0.1811344904
857	0.1809771362
858	0.1808696377
859	0.1806800522
860	0.1805619499
861	0.1803775541
862	0.1802999582
863	0.1802129513
864	0.1801337054
865	0.1800828566
866	0.1799077077
867	0.1797963694
868	0.1796887789
869	0.1794901846
870	0.1792680454
871	0.1791348439
872	0.1789083263
873	0.1787503563
874	0.1786715143
875	0.178612072
876	0.178461605
877	0.1782653953
878	0.1780905577
879	0.1779210824
880	0.1777996105
881	0.1777168815
882	0.1775694449
883	0.1774568234
884	0.1772925664
885	0.1772270992
886	0.1771603835
887	0.1770895079
888	0.1768988994
889	0.1767461586
890	0.1766310071
891	0.1765271632
892	0.1764761599
893	0.17623458
894	0.1760658341
895	0.1759014431
896	0.1758148102
897	0.1756889761
898	0.1755142208
899	0.1754058059
900	0.1753425913
901	0.1752703292
902	0.1751664419
903	0.17502694
904	0.174780317
905	0.174578169
906	0.1744171588
907	0.1742717922
908	0.1741907887
909	0.1741346483
910	0.1739351733
911	0.1738517471
912	0.1737796571
913	0.1737279008
914	0.1736135578
915	0.1735487831
916	0.1734860945
917	0.1734169679
918	0.1733923055
919	0.1732583033
920	0.1731162475
921	0.1729995893
922	0.1728224344
923	0.1727008164
924	0.1725119093
925	0.172412475
926	0.1722977303
927	0.1720767622
928	0.17193795
929	0.1717236666
930	0.1715892994
931	0.1715237064
932	0.1714264753
933	0.1713232741
934	0.1711198406
935	0.1709344491
936	0.1708173638
937	0.1707572421
938	0.1706611779
939	0.1704637433
940	0.1703295164
941	0.1702736914
942	0.1700941098
943	0.1700281967
944	0.1698681295
945	0.1697502455
946	0.1695951119
947	0.1695060483
948	0.1694090078
949	0.1691762899
950	0.1689802717
951	0.1688861917
952	0.1687185452
953	0.1685564499
954	0.1684099328
955	0.1682413477
956	0.1680729053
957	0.1680308378
958	0.1680056749
959	0.1679241198
960	0.1678221517
961	0.167623107
962	0.1674983461
963	0.1673600529
964	0.1673019188
965	0.1671814787
966	0.1669407464
967	0.1668719904
968	0.1666338865
969	0.1664953106
970	0.1664006392
971	0.1662665167
972	0.1661048766
973	0.1659687596
974	0.1657388202
975	0.1655548188
976	0.1654428096
977	0.1653717087
978	0.1652712909
979	0.1652001345
980	0.1650798361
981	0.1650317649
982	0.1648895663
983	0.164819816
984	0.1646627437
985	0.1646102712
986	0.164373371
987	0.1642126478
988	0.1640905099
989	0.1640271298
990	0.1639156547
991	0.1638529364
992	0.1637671664
993	0.1636792352
994	0.1635863564
995	0.1634282258
996	0.1633818197
997	0.1632376968
998	0.1630606344
999	0.1629054808
1000	0.1627651868
1001	0.1626094872
1002	0.1625346844
1003	0.162417955
1004	0.1622783005
1005	0.162240221
1006	0.1621871453
1007	0.1620989823
1008	0.1620216004
1009	0.161976315
1010	0.1618127111
1011	0.1617789803
1012	0.1616022966
1013	0.1615311372
1014	0.161348952
1015	0.1612109229
1016	0.1611006175
1017	0.1610056085
1018	0.1609510757
1019	0.1608770026
1020	0.1608367222
1021	0.1607444644
1022	0.1606578645
1023	0.1606093088
1024	0.1604226481
1025	0.1603264965
1026	0.1602271745
1027	0.1601135473
1028	0.1600166392
1029	0.1598706942
1030	0.1597472317
1031	0.1596006348
1032	0.159498115
1033	0.1593750332
1034	0.159310088
1035	0.1592554831
1036	0.1591910557
1037	0.1591129665
1038	0.1590943469
1039	0.1589681473
1040	0.1588978989
1041	0.1588260112
1042	0.1587403706
1043	0.1586599615
1044	0.1584859057
1045	0.1583502585
1046	0.1582525604
1047	0.1580953309
1048	0.158031257
1049	0.1578963725
1050	0.1577343798
1051	0.1576338528
1052	0.1575157544
1053	0.1574502957
1054	0.1573731072
1055	0.1573224377
1056	0.1572188039
1057	0.1571259763
1058	0.1570519049
1059	0.1569405011
1060	0.1568476855
1061	0.1567934661
1062	0.1567051838
1063	0.1566557772
1064	0.1565758784
1065	0.1565082232
1066	0.1564493425
1067	0.1563109578
1068	0.1561879032
1069	0.1561052328
1070	0.1560763168
1071	0.15597061
1072	0.1558102672
1073	0.1557523411
1074	0.155694667
1075	0.1556477718
1076	0.1554962063
1077	0.1554337756
1078	0.1553604179
1079	0.1552031166
1080	0.1551227507
1081	0.1549856532
1082	0.1549012372
1083	0.1547817506
1084	0.1546681858
1085	0.1545947278
1086	0.154556463
1087	0.1545187477
1088	0.1544330545
1089	0.1543240299
1090	0.1541946533
1091	0.1541321238
1092	0.1540210335
1093	0.1539500331
1094	0.1539025767
1095	0.1538423224
1096	0.1537581985
1097	0.1537076872
1098	0.1536630462
1099	0.1535651395
1100	0.1534233169
1101	0.1533602328
1102	0.1532880505
1103	0.1531819291
1104	0.1530973593
1105	0.1530611895
1106	0.1529262986
1107	0.1528983234
1108	0.1527806847
1109	0.1527331981
1110	0.152575593
1111	0.1524742861
1112	0.1523861131
1113	0.1523010032
1114	0.1522166128
1115	0.152144637
1116	0.1519941507
1117	0.151897398
1118	0.1517816583
1119	0.1516961502
1120	0.1516244767
1121	0.1515270251
1122	0.1514421532
1123	0.1513968983
1124	0.1512856193
1125	0.1512243023
1126	0.1511790386
1127	0.1510793115
1128	0.1510118968
1129	0.150956623
1130	0.1507915323
1131	0.1506980215
1132	0.1506352975
1133	0.1505916032
1134	0.1505402904
1135	0.1504403469
1136	0.1503667173
1137	0.1502921839
1138	0.1501871966
1139	0.1501120983
1140	0.1500682941
1141	0.1500293671
1142	0.1499795045
1143	0.1499057656
1144	0.1498647152
1145	0.1498095631
1146	0.1497298792
1147	0.1495742497
1148	0.1494666948
1149	0.1494174734
1150	0.1493754962
1151	0.1493014826
1152	0.1492047402
1153	0.149162488
1154	0.1491058859
1155	0.149073542
1156	0.1489758823
1157	0.1488910405
1158	0.1488422811
1159	0.148781042
1160	0.1487487942
1161	0.1485951477
1162	0.1485492785
1163	0.1484734595
1164	0.1483253247
1165	0.1481513196
1166	0.1481038519
1167	0.1479820728
1168	0.1479309995
1169	0.1478678719
1170	0.1478343962
1171	0.1477746838
1172	0.1477070021
1173	0.1476364839
1174	0.1474976402
1175	0.1473966681
1176	0.1473443487
1177	0.1472736665
1178	0.1472011462
1179	0.1471056218
1180	0.147015305
1181	0.1470023617
1182	0.1468908918
1183	0.1468467577
1184	0.1467591829
1185	0.1466815503
1186	0.1465725265
1187	0.1465460694
1188	0.1464903707
1189	0.1463495294
1190	0.1462700659
1191	0.1462500532
1192	0.1461653456
1193	0.1460911811
1194	0.1460192192
1195	0.1459800941
1196	0.145908721
1197	0.145803557
1198	0.145777282
1199	0.1456638727
1200	0.1455475562
1201	0.1454957315
1202	0.1453627017
1203	0.1452691203
1204	0.14524017
1205	0.1451187544
1206	0.1450520504
1207	0.1449533835
1208	0.14486503
1209	0.1447437787
1210	0.1446276973
1211	0.144584103
1212	0.1444822887
1213	0.1444198972
1214	0.144382599
1215	0.1442630423
1216	0.1441770677
1217	0.1441124387
1218	0.1440211755
1219	0.1438969471
1220	0.1437905034
1221	0.1436443371
1222	0.1435244199
1223	0.1434064079
1224	0.1433204628
1225	0.1432938513
1226	0.1431760102
1227	0.1430750433
1228	0.1430449065
1229	0.1429236839
1230	0.1427929769
1231	0.1427053325
1232	0.1425685769
1233	0.1425152028
1234	0.1423879751
1235	0.1423119216
1236	0.1422296868
1237	0.1421063778
1238	0.1420026781
1239	0.1419451635
1240	0.1418518696
1241	0.1417915127
1242	0.1417728072
1243	0.1417145411
1244	0.1416675666
1245	0.1416391768
1246	0.1415099409
1247	0.1414329923
1248	0.1413860716
1249	0.1413316751
1250	0.1412304022
1251	0.1411867757
1252	0.1410867424
1253	0.1410390934
1254	0.1409969036
1255	0.1409282889
1256	0.1408446873
1257	0.140764377
1258	0.1406810732
1259	0.1405976423
1260	0.14047614
1261	0.1403388866
1262	0.1402290687
1263	0.1401486041
1264	0.1400559799
1265	0.1399935652
1266	0.1399227293
1267	0.1398363022
1268	0.1397596477
1269	0.1396787539
1270	0.1395163157
1271	0.1394643976
1272	0.1394052688
1273	0.1393647312
1274	0.1392721304
1275	0.1391887396
1276	0.1391652162
1277	0.1390989645
1278	0.1390198901
1279	0.1389416173
1280	0.1388354674
1281	0.1387552528
1282	0.1387386632
1283	0.1387173728
1284	0.1386401654
1285	0.1385393201
1286	0.1383983228
1287	0.1383637806
1288	0.1382807405
1289	0.1382389107
1290	0.1381541624
1291	0.1381177715
1292	0.13805899
1293	0.1380371361
1294	0.1379755725
1295	0.1378817044
1296	0.1377711261
1297	0.1376893747
1298	0.1376098892
1299	0.1375371942
1300	0.1374852325
1301	0.1374535625
1302	0.1373796301
1303	0.1372477859
1304	0.1371472941
1305	0.1370052823
1306	0.1369526419
1307	0.1368787099
1308	0.1367889076
1309	0.1367149568
1310	0.1366665587
1311	0.1365932268
1312	0.1365801401
1313	0.1364859534
1314	0.136449337
1315	0.1363580071
1316	0.136260787
1317	0.1362199449
1318	0.1361708579
1319	0.1360631597
1320	0.136025925
1321	0.1359198906
1322	0.1358558236
1323	0.1357992254
1324	0.135732001
1325	0.135662725
1326	0.1356271574
1327	0.1355224692
1328	0.135505477
1329	0.1354540608
1330	0.1353497767
1331	0.1352740385
1332	0.1352444213
1333	0.1352182314
1334	0.1351198845
1335	0.1350732283
1336	0.1349864024
1337	0.1349414585
1338	0.1348887927
1339	0.1348521436
1340	0.1348142051
1341	0.1347572551
1342	0.1346914431
1343	0.1346059081
1344	0.1345069724
1345	0.1344749802
1346	0.1344093829
1347	0.1343330467
1348	0.1343013465
1349	0.1342188605
1350	0.1341282016
1351	0.1340912323
1352	0.1340027118
1353	0.1339754794
1354	0.1338879092
1355	0.1338338649
1356	0.1337829167
1357	0.1337673857
1358	0.133707819
1359	0.1336301465
1360	0.133504038
1361	0.1334522713
1362	0.1333823812
1363	0.133275049
1364	0.133193605
1365	0.1331209867
1366	0.1330891256
1367	0.1330253857
1368	0.1329826197
1369	0.1329438611
1370	0.1328573703
1371	0.1328125927
1372	0.1327085964
1373	0.1326430178
1374	0.1326125117
1375	0.132564061
1376	0.1325099478
1377	0.1324346408
1378	0.1323460289
1379	0.1323202416
1380	0.1322525216
1381	0.1322062729
1382	0.1321445072
1383	0.132056589
1384	0.1319819937
1385	0.1319503425
1386	0.1319021841
1387	0.1318553498
1388	0.1317823522
1389	0.1316791979
1390	0.1316486856
1391	0.131577943
1392	0.1315397028
1393	0.1314476678
1394	0.131369828
1395	0.1313059672
1396	0.1312803296
1397	0.1311532926
1398	0.1310911511
1399	0.131063093
1400	0.1310156718
1401	0.1309436822
1402	0.1308661769
1403	0.1308193675
1404	0.1307731042
1405	0.1307212846
1406	0.1306789056
1407	0.1306460747
1408	0.1305935826
1409	0.1305609128
1410	0.1305251344
1411	0.1304541248
1412	0.1304108051
1413	0.1303700948
1414	0.1302785075
1415	0.1302192536
1416	0.1301706014
1417	0.1301555127
1418	0.1301095697
1419	0.1300020649
1420	0.1299792906
1421	0.1299412902
1422	0.1299039798
1423	0.1298577973
1424	0.12981614
1425	0.1297405967
1426	0.1296652928
1427	0.1296264542
1428	0.1295486992
1429	0.1295284115
1430	0.1294625698
1431	0.1293929297
1432	0.1293711629
1433	0.1292939305
1434	0.1292142053
1435	0.1291704119
1436	0.1291408539
1437	0.1291204697
1438	0.1290689709
1439	0.1289723539
1440	0.128904667
1441	0.1288276015
1442	0.1288097036
1443	0.1287557382
1444	0.1286195501
1445	0.1285970281
1446	0.1285374649
1447	0.1284884742
1448	0.1284485615
1449	0.1283766022
1450	0.1283310282
1451	0.1282808932
1452	0.1282314714
1453	0.128216162
1454	0.128084502
1455	0.1280381886
1456	0.1279584602
1457	0.1279086812
1458	0.1278455628
1459	0.1277871544
1460	0.1277098125
1461	0.1276348444
1462	0.1275172935
1463	0.1274423906
1464	0.1273746172
1465	0.1273422748
1466	0.127262143
1467	0.1272172369
1468	0.1271471291
1469	0.1270360774
1470	0.1270025988
1471	0.1269701343
1472	0.1268977626
1473	0.1267950669
1474	0.1267720961
1475	0.1267414737
1476	0.126676855
1477	0.1265774286
1478	0.1264915961
1479	0.126476236
1480	0.1264223404
1481	0.1263940928
1482	0.1263450014
1483	0.1262853514
1484	0.1262497442
1485	0.1261687932
1486	0.12608072
1487	0.1259910783
1488	0.1259506026
1489	0.1258421402
1490	0.1258256146
1491	0.1257552783
1492	0.1256686587
1493	0.1256294822
1494	0.1255847753
1495	0.1254960696
1496	0.1254294415
1497	0.1253744145
1498	0.1253037993
1499	0.1252676259
1500	0.1252045746
1501	0.1251227995
1502	0.1250430332
1503	0.1250029221
1504	0.1249350828
1505	0.1248821166
1506	0.1248120081
1507	0.1247523887
1508	0.1247007969
1509	0.1246717275
1510	0.1245956614
1511	0.1245200694
1512	0.1244704422
